orig.order,quadrat,transect,site,year,era,real.date,comm.date,urch,chit,treat,BASP,CCAP,EALM,RFSP,OPCA,RBSP,AGFI,BFSP,DICL,Cris,HEPA,PHPA,BRUP,SPS1,SPS3,SPS8,SPS9,SPS10,SPOT,MSP1,SYSP,SCUN,BRSH,EUBI,DELI,HYSP,EPSC,BAEL,MEFA.c,MEFA,ANE1,GERU,DOCO,DOFE,TUBE,PSOC,VECO,BACR,PSCH,TETR,CHHA,POMA,META,PYST,PEAN,CLHU,DICA,TCM3,DITR,EUPU,SYPA,APPO,APSO,TCM2,TCOT,BOVI,Chel,Core,CNFI,HAIG,Stye,ASPA,TSV1,TSV2,TSOT,INOT,OTHE,HBCO,FUZZ,SHEL,RUBB,richness,diversity,evenness,DETRITUS,BASP,CCAP,EALM,RBSP,RFSP,KELP,HYSP,BRUP,HBCO,SPEN,SPUP,BREN,ZOAN,STCO,SOCO,ANEM,TUCL,TUSO,BARN,PSOL,BRAC,BIVA,ASSO,ASCO,ASUN,FG.detail.R,FG.detail.D,FG.detail.E,space,macroalgae,sponge,hydroid,bryozoan,clonascid,cloninvert,solinvert
239,SC4_45,SC4,SC,2008,Modern.R,38197,38194,u_con,c_rem,u_con.c_rem,0,0.012354651,0.080062984,0.012112403,0,0.002543605,0,0,0,0,0,0,0,0,0.048812984,0,0,0,0.019379845,0,0.002422481,0.002422481,0.007267442,0,0,0.024224806,0.060804264,0.007267442,0,0.002422481,0,0,0,0,0.004844961,0,0,0,0,0,0,0,0.354045543,0.157582364,0,0,0.036579457,0.014656008,0,0,0,0,0,0,0,0.009689922,0,0,0,0,0,0,0,0,0,0,0,0.135658915,0.004844961,0,0,17,1.79546693,0.633721048,0.140503876,0,0.012354651,0.080062984,0.002543605,0.012112403,0,0.024224806,0,0.135658915,0.068192829,0.002422481,0.009689922,0.060804264,0.007267442,0,0.002422481,0,0.004844961,0,0,0,0,0.511627907,0.051235465,0.009689922,14,1.513777684,0.573605456,0.092417636,0.014656008,0.07061531,0.024224806,0.009689922,0.562863372,0.060804264,0.024224806
240,SC4_51,SC4,SC,2008,Modern.R,38197,38194,u_con,c_rem,u_con.c_rem,0.004828497,0.024095234,0.106399392,0,0,0,0,0,0,0,0,0,0,0,0,0.025578275,0.004828497,0.002414249,0.017120473,0,0.01366465,0,0.004718131,0,0,0.210370721,0.097218326,0,0,0,0,0,0,0,0.032537172,0,0,0,0,0,0,0,0.214730124,0.063869633,0,0,0.068971632,0.010477836,0,0,0,0,0,0,0,0.004607764,0,0,0,0,0,0,0,0,0,0,0,0.083470938,0.01009846,0,0,14,1.966292756,0.745073907,0.093569398,0.004828497,0.024095234,0.106399392,0,0,0,0.210370721,0,0.083470938,0.049941493,0.01366465,0.004718131,0.097218326,0,0,0,0,0.032537172,0,0,0,0,0.278599757,0.079449468,0.004607764,10,1.819178992,0.790059398,0.135323123,0,0.063606142,0.210370721,0.004718131,0.358049225,0.097218326,0.037144936
241,SC4_52,SC4,SC,2008,Modern.R,38197,38194,u_con,c_con,u_con.c_con,0,0,0.016623377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035324675,0,0.029090909,0,0.002077922,0,0,0.268051948,0.047792208,0,0,0,0,0,0,0,0.008415584,0,0,0,0,0,0,0,0.270233766,0.099844156,0,0,0.110337662,0.037402597,0,0,0,0,0,0,0,0.004155844,0,0,0,0,0,0,0,0,0,0,0,0.070649351,0,0,0,11,1.820349136,0.759144553,0.070649351,0,0,0.016623377,0,0,0,0.268051948,0,0.070649351,0.035324675,0.029090909,0.002077922,0.047792208,0,0,0,0,0.008415584,0,0,0,0,0.370077922,0.14774026,0.004155844,10,1.643526082,0.713774308,0.016623377,0,0.064415584,0.268051948,0.002077922,0.517818182,0.047792208,0.012571429
242,SC5_34,SC5,SC,2008,Modern.R,38197,38194,u_con,c_con,u_con.c_con,0,0.018277359,0.05266164,0.020562029,0,0.134795522,0.011423349,0,0,0,0,0,0,0.011423349,0,0,0,0,0,0.013822253,0.059401416,0,0,0,0,0.054832077,0,0.00456934,0,0,0,0,0,0,0.00228467,0,0,0,0,0.00228467,0,0,0.226867718,0.263079735,0,0,0.011423349,0.009252913,0,0,0,0,0,0,0,0.013708019,0,0.00456934,0,0,0,0,0,0,0,0,0,0.05951565,0.00685401,0,0,16,1.910991799,0.689244598,0.06636966,0,0.018277359,0.05266164,0.134795522,0.020562029,0.011423349,0.054832077,0,0.05951565,0.025245602,0.059401416,0,0,0.00456934,0,0,0,0.00228467,0,0,0.00228467,0,0.489947453,0.020676262,0.018277359,13,1.607319884,0.626647805,0.070938999,0.1667809,0.084647019,0.054832077,0,0.510623715,0,0.027416038
243,SC5_47,SC5,SC,2008,Modern.R,38197,38194,u_con,c_rem,u_con.c_rem,0,0.068241758,0.037472527,0.002197802,0,0.072527473,0.125274725,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008791209,0,0,0,0,0.037362637,0,0.006593407,0,0,0,0,0,0,0.002197802,0,0,0,0,0,0,0,0.121538462,0.125494505,0,0,0.171538462,0.050989011,0,0,0.015934066,0,0,0,0,0.010989011,0.002197802,0,0,0,0.004395604,0,0,0,0,0,0,0.098901099,0.037362637,0,0,15,2.095674969,0.773868582,0.136263736,0,0.068241758,0.037472527,0.072527473,0.002197802,0.125274725,0.037362637,0,0.098901099,0,0.008791209,0,0,0.006593407,0,0,0,0.002197802,0,0,0,0,0.247032967,0.238461538,0.017582418,11,1.785197714,0.744485272,0.105714286,0.2,0.008791209,0.037362637,0,0.485494505,0,0.026373626
244,SC5_49,SC5,SC,2008,Modern.R,38197,38194,u_con,c_con,u_con.c_con,0,0.021817388,0.028362605,0.045816516,0,0.124359114,0.078542598,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028362605,0.006545217,0.002181739,0,0,0.148358242,0,0.008726955,0,0,0,0,0,0,0.002181739,0,0,0,0,0,0,0,0.124577288,0.117922985,0,0,0.085305989,0.037307734,0,0,0,0,0,0,0,0.006545217,0,0,0,0,0,0,0,0,0,0,0,0.115632159,0.017453911,0,0,14,2.200575593,0.833849105,0.13308607,0,0.021817388,0.028362605,0.124359114,0.045816516,0.078542598,0.148358242,0,0.115632159,0,0.028362605,0.008726955,0,0.008726955,0,0,0,0.002181739,0,0,0,0,0.242500273,0.122613723,0.006545217,12,2.036268123,0.819454575,0.050179993,0.248718228,0.028362605,0.148358242,0.008726955,0.365113996,0,0.017453911
245,SC5_50,SC5,SC,2008,Modern.R,38197,38194,u_con,c_rem,u_con.c_rem,0,0.020500113,0.009123677,0.018022077,0,0.087857626,0.132912818,0,0.00225276,0,0,0,0,0,0,0,0,0,0.00225276,0,0.020274837,0,0.00225276,0,0,0.074341068,0,0.007096193,0,0,0,0,0,0,0,0,0,0,0,0.002365398,0,0,0.241270556,0.075242172,0.015769317,0,0.139783735,0.022527596,0,0,0,0,0,0,0,0.004505519,0,0.00225276,0,0,0,0,0,0,0,0,0,0.117143501,0.00225276,0,0,17,2.093511302,0.738917634,0.11939626,0,0.020500113,0.009123677,0.087857626,0.018022077,0.132912818,0.074341068,0.00225276,0.117143501,0.00225276,0.020274837,0.00225276,0,0.007096193,0,0,0,0,0,0,0.002365398,0,0.332282046,0.162311331,0.006758279,14,1.89229395,0.717034044,0.029623789,0.238792521,0.022527596,0.074341068,0.004505519,0.494593377,0,0.016219869
246,SC6_14,SC6,SC,2008,Modern.R,38197,38194,u_rem,c_con,u_rem.c_con,0.004404316,0.041841004,0.442633781,0.013212949,0,0.04624532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041841004,0,0.026536005,0,0,0,0.002202158,0,0,0,0,0,0,0.000110108,0,0,0,0.002202158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002202158,0,0,0,0,0,0,0,0,0,0,0.352345298,0.024223739,0,0,8,1.486107428,0.714666606,0.376569038,0.004404316,0.041841004,0.442633781,0.04624532,0.013212949,0,0,0,0.352345298,0,0,0.068377009,0,0.002202158,0,0,0,0.000110108,0,0.002202158,0,0,0,0,0.002202158,8,0.906354143,0.435864209,0.488879102,0.059458269,0,0,0.068377009,0,0,0.006716582
247,SC6_18,SC6,SC,2008,Modern.R,38197,38194,u_rem,c_rem,u_rem.c_rem,0,0.056167153,0.065153898,0.038193664,0,0.280835767,0,0.002246686,0,0,0,0,0,0.026960234,0,0,0,0,0,0,0,0.047292743,0,0.101213211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002246686,0.002246686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363963154,0.013480117,0,0,8,1.296458499,0.623464749,0.377443271,0,0.056167153,0.065153898,0.280835767,0.038193664,0.002246686,0,0,0.363963154,0.026960234,0,0.148505954,0,0,0,0,0,0,0,0.002246686,0.002246686,0,0,0,0,8,1.32418706,0.636799368,0.121321051,0.321276118,0.026960234,0,0.148505954,0,0,0.004493372
248,SC6_21,SC6,SC,2008,Modern.R,38197,38194,u_rem,c_rem,u_rem.c_rem,0.015082956,0.023701788,0.405085111,0.038784745,0,0.002154708,0,0,0.008618832,0,0,0,0,0.002154708,0,0,0,0,0,0,0,0.028011204,0.008618832,0.308123249,0,0,0,0.012928248,0,0,0,0,0,0,0.015082956,0.000215471,0,0,0.002154708,0.002154708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127127774,0.01,0,0,12,1.123592045,0.452166702,0.137127774,0.015082956,0.023701788,0.405085111,0.002154708,0.038784745,0,0,0.008618832,0.127127774,0.002154708,0,0.344753286,0,0.012928248,0,0,0,0.015298427,0,0.002154708,0.002154708,0,0,0,0,10,1.15644041,0.502235689,0.443869856,0.040939453,0.002154708,0,0.353372118,0,0,0.032536091
249,SC6_33,SC6,SC,2008,Modern.R,38197,38194,u_rem,c_con,u_rem.c_con,0.006738544,0.033805031,0.047169811,0.193171608,0,0.08984726,0.029200359,0.013477089,0.006738544,0,0,0,0,0,0,0,0,0,0,0,0,0.004604672,0,0.013477089,0,0,0,0.000112309,0,0,0,0,0,0,0.006738544,0.000112309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002246181,0,0,0,0,0,0,0,0,0,0.545822102,0.006738544,0,0,11,1.371845044,0.572103819,0.552560647,0.006738544,0.033805031,0.047169811,0.08984726,0.193171608,0.042677448,0,0.006738544,0.545822102,0,0,0.018081761,0,0.000112309,0,0,0,0.006850854,0,0,0,0,0,0,0.002246181,9,1.175485783,0.534986635,0.087713387,0.325696316,0,0,0.024820305,0,0,0.009209344
250,SC7_2,SC7,SC,2008,Modern.R,38197,38194,u_con,c_rem,u_con.c_rem,0,0.046037488,0.046037488,0,0,0.008769045,0,0,0.004384523,0,0,0,0,0,0,0,0,0.002192261,0,0.000109613,0,0.028499397,0,0.015345829,0,0.024114874,0,0.008769045,0,0,0,0,0,0,0.054806533,0,0,0,0.006576784,0,0,0,0,0,0,0,0.265482846,0,0,0,0,0,0,0.002192261,0,0,0,0,0,0,0,0,0,0,0,0,0,0.348569549,0.138112463,0,0,12,1.353475733,0.544678704,0.486682012,0,0.046037488,0.046037488,0.008769045,0,0,0.024114874,0.004384523,0.348569549,0.002301874,0,0.043845226,0,0.008769045,0,0,0,0.054806533,0,0.006576784,0,0,0,0.267675107,0,10,1.37534168,0.597303302,0.092074975,0.008769045,0.002301874,0.024114874,0.048229749,0.267675107,0,0.070152362
251,SC7_3,SC7,SC,2008,Modern.R,38197,38194,u_con,c_con,u_con.c_con,0.006781193,0.049728752,0.230560579,0,0,0.006781193,0,0,0.076966546,0,0,0,0,0.004520796,0,0,0,0,0,0,0,0.081374322,0.029385172,0.036166365,0,0,0,0.013675407,0,0,0,0,0,0,0.009154611,0.00011302,0,0,0,0,0,0,0.068264014,0,0,0,0.124321881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178571429,0.08363472,0,0,11,1.929000383,0.804455643,0.262206148,0.006781193,0.049728752,0.230560579,0.006781193,0,0,0,0.076966546,0.178571429,0.004520796,0,0.146925859,0,0.013675407,0,0,0,0.009267631,0,0,0,0,0.068264014,0.124321881,0,9,1.745000569,0.794183984,0.287070524,0.006781193,0.004520796,0,0.223892405,0.192585895,0,0.022943038
252,SC7_4,SC7,SC,2008,Modern.R,38197,38194,u_con,c_rem,u_con.c_rem,0.008798944,0.178288605,0.055103388,0.004399472,0,0.087989441,0,0,0.04883414,0,0.002199736,0,0,0.006599208,0,0,0,0.002199736,0,0.009018918,0,0.020127585,0.002199736,0.004399472,0,0,0,0.008798944,0,0,0,0,0,0,0.019797624,0,0,0,0,0,0,0,0,0,0,0,0.167289925,0,0,0,0,0,0,0,0,0.01099868,0.002199736,0,0,0,0,0,0,0,0,0,0,0.351957765,0.008798944,0,0,15,1.809269712,0.668107892,0.360756709,0.008798944,0.178288605,0.055103388,0.087989441,0.004399472,0,0,0.051033876,0.351957765,0.017817862,0,0.026726793,0,0.008798944,0,0,0,0.019797624,0,0,0,0,0,0.167289925,0.013198416,10,1.581741685,0.686941686,0.242190937,0.092388913,0.017817862,0,0.077760669,0.167289925,0,0.041794985
253,SC7_5,SC7,SC,2008,Modern.R,38197,38194,u_con,c_con,u_con.c_con,0.008919612,0.069349983,0.024528933,0.037908351,0,0.026758836,0,0,0.03378303,0,0,0,0,0.002229903,0,0,0.002229903,0,0,0,0,0.053517672,0,0.035678448,0,0.006689709,0,0.006801204,0,0,0,0,0,0,0.062660274,0,0,0,0,0,0,0,0,0,0,0,0.035789943,0,0,0,0,0,0,0,0,0.002229903,0,0,0,0,0,0,0,0,0,0,0,0.555245847,0.035678448,0,0,12,2.121089405,0.85358917,0.590924295,0.008919612,0.069349983,0.024528933,0.026758836,0.037908351,0,0.006689709,0.03378303,0.555245847,0.004459806,0,0.08919612,0,0.006801204,0,0,0,0.062660274,0,0,0,0,0,0.035789943,0.002229903,11,1.331583272,0.555313356,0.102798528,0.064667187,0.004459806,0.006689709,0.12297915,0.035789943,0,0.071691381
254,SC8_37,SC8,SC,2008,Modern.R,38197,38194,u_rem,c_con,u_rem.c_con,0,0.020286931,0,0.00672495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224165,0,0.00224165,0,0,0,0,0,0,0.43064425,0.336,0,0,0,0,0.002353732,0,0,0,0,0,0,0,0,0,0,0,0.049316297,0,0,0,0.00224165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14794889,0.01,0,0,8,0.977887204,0.47026434,0.15794889,0,0.020286931,0,0,0.00672495,0,0,0,0.14794889,0.00224165,0,0.00224165,0,0,0,0.76664425,0,0.002353732,0,0,0,0,0,0.051557947,0,7,0.708840836,0.36427213,0.020286931,0.00672495,0.00224165,0,0.00224165,0.051557947,0,0.768997983
255,SC8_38,SC8,SC,2008,Modern.R,38197,38194,u_rem,c_rem,u_rem.c_rem,0.01113193,0.046291194,0.134575113,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011021713,0,0,0,0.0199493,0.053014438,0,0,0,0,0,0.037804475,0,0.002204343,0.007604982,0,0,0,0.017744958,0.000661303,0.022043426,0,0.002204343,0,0,0,0.328557258,0.073514824,0,0,0.161137441,0.006613028,0.002204343,0,0.006613028,0,0,0,0,0.004408685,0,0.013226055,0.002204343,0,0.002204343,0,0,0,0,0,0,0.030860796,0,0.002204343,0,20,1.9020584,0.634922692,0.033065138,0.01113193,0.046291194,0.134575113,0,0,0,0,0,0.030860796,0.011021713,0.0199493,0.053014438,0,0.037804475,0,0.009809324,0,0.040449686,0,0.002204343,0,0,0.402072082,0.176567839,0.022043426,11,1.595770022,0.665487788,0.191998237,0,0.030971013,0,0.053014438,0.578639921,0,0.112311253
256,SC8_39,SC8,SC,2008,Modern.R,38197,38194,u_rem,c_con,u_rem.c_con,0,0.012224939,0.017114914,0.034229829,0,0.017114914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265567237,0.287,0,0,0,0.04400978,0,0,0,0,0,0,0,0,0,0,0,0,0.002444988,0,0,0,0,0,0,0,0,0,0,0.004889976,0.002444988,0,0,0,0,0,0,0,0,0.239608802,0.01,0.073349633,0,8,1.235823441,0.59430545,0.322958435,0,0.012224939,0.017114914,0.017114914,0.034229829,0,0,0,0.239608802,0,0,0,0,0,0,0.552567237,0.04400978,0,0,0,0,0,0,0.002444988,0.007334963,7,1.054521453,0.541916827,0.029339853,0.051344743,0,0,0,0.002444988,0.04400978,0.5599022
257,SC8_40,SC8,SC,2008,Modern.R,38197,38194,u_rem,c_rem,u_rem.c_rem,0.033222591,0.002214839,0.024363234,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031007752,0.033222591,0.059800664,0,0,0.068660022,0,0,0,0,0,0.002214839,0,0,0.033333333,0.006644518,0,0.000442968,0.011184939,0.000110742,0,0,0.008859358,0,0,0,0.033444075,0,0,0,0.39213732,0,0,0,0,0,0,0.031007752,0,0.006644518,0,0.013289037,0.006644518,0,0,0,0,0,0,0,0,0.188261351,0.013289037,0,0,17,1.7852636,0.63011972,0.201550388,0.033222591,0.002214839,0.024363234,0,0,0,0,0,0.188261351,0.124031008,0,0.068660022,0,0.002214839,0.006644518,0.033333333,0.000442968,0.011295681,0,0.008859358,0,0,0.033444075,0.423145072,0.026578073,12,1.636579489,0.658608036,0.059800664,0,0.124031008,0,0.068660022,0.456589147,0.007087486,0.082281285
306,SC1_54,SC1,SC,2009,Modern.R,38430,38430,u_rem,c_rem,u_rem.c_rem,0,0.13811421,0.058432935,0.02124834,0,0.02124834,0,0,0.005312085,0.01062417,0,0,0,0,0,0,0,0,0.005312085,0,0,0.005312085,0,0,0,0,0,0.032934927,0,0,0,0,0.01062417,0,0.02124834,0,0,0,0,0,0,0,0.175298805,0.185922975,0,0,0.180876494,0,0,0,0,0,0,0,0,0.005312085,0.005312085,0,0,0,0,0,0,0,0,0,0,0.079681275,0.037184595,0,0,14,1.83919632,0.696914121,0.11686587,0,0.13811421,0.058432935,0.02124834,0.02124834,0,0,0.015936255,0.079681275,0.005312085,0,0.005312085,0,0.032934927,0,0,0.01062417,0.02124834,0,0,0,0,0.36122178,0.180876494,0.01062417,12,1.63230317,0.656887119,0.196547145,0.04249668,0.005312085,0,0.02124834,0.542098274,0.01062417,0.064807437
307,SC1_62,SC1,SC,2009,Modern.R,38430,38430,u_rem,c_con,u_rem.c_con,0.008930516,0.231104335,0.069919408,0,0,0.091483337,0,0,0,0,0,0,0.004356349,0,0,0,0,0,0.022217382,0,0,0.000217817,0.004356349,0,0,0,0,0.013286866,0,0,0,0,0.026138096,0.004356349,0.004356349,0,0,0,0,0.004356349,0,0,0.078849924,0.304944457,0,0,0.052711827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017425398,0.060988891,0,0,13,1.623808106,0.633076088,0.078414289,0.008930516,0.231104335,0.069919408,0.091483337,0,0,0,0.004356349,0.017425398,0.022217382,0,0.004574167,0,0.013286866,0,0,0.030494446,0.004356349,0,0,0.004356349,0,0.38379438,0.052711827,0,11,1.374358182,0.573151879,0.309954258,0.091483337,0.022217382,0,0.008930516,0.436506208,0.030494446,0.021999564
308,SC1_63,SC1,SC,2009,Modern.R,38430,38430,u_rem,c_rem,u_rem.c_rem,0,0.107632094,0.053816047,0.04427593,0,0.004892368,0,0,0,0,0,0,0,0.02446184,0,0,0,0,0.014677104,0,0,0,0.004892368,0,0,0,0,0.015410959,0,0,0,0,0.014677104,0,0,0,0,0,0,0.009784736,0,0,0.151908023,0.083414873,0,0,0.176614481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220156556,0.073385519,0,0,11,1.804048577,0.752346692,0.293542074,0,0.107632094,0.053816047,0.004892368,0.04427593,0,0,0,0.220156556,0.039138943,0,0.004892368,0,0.015410959,0,0,0.014677104,0,0,0,0.009784736,0,0.235322896,0.176614481,0,10,1.651286013,0.717144403,0.161448141,0.049168297,0.039138943,0,0.004892368,0.411937378,0.014677104,0.025195695
309,SC1_64,SC1,SC,2009,Modern.R,38430,38430,u_rem,c_con,u_rem.c_con,0.000295946,0.266646937,0.112755253,0,0.012133767,0.095294466,0,0,0.030186446,0,0,0,0.005918911,0,0,0,0,0.005918911,0.047647233,0,0,0,0.012133767,0,0,0,0,0.000295946,0,0,0,0,0.017756733,0,0.017756733,0.005918911,0,0,0,0.012133767,0,0,0.012725658,0,0,0,0.030778337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011837822,0,0,0.005918911,0.284107724,0,0.011837822,15,2.269670228,0.838119702,0.301864457,0.000295946,0.266646937,0.112755253,0.095294466,0.012133767,0,0,0.036105357,0.005918911,0.053566144,0,0.012133767,0,0.000295946,0,0,0.017756733,0.023675644,0,0,0.012133767,0,0.012725658,0.030778337,0.011837822,13,2.17128891,0.846523111,0.379698136,0.107428233,0.053566144,0,0.048239124,0.043503995,0.017756733,0.047943178
310,SC4_36,SC4,SC,2009,Modern.R,38430,38430,u_con,c_con,u_con.c_con,0,0.045409917,0.049337261,0,0,0.00981836,0,0,0,0,0,0,0.00490918,0,0,0,0.00981836,0,0.01988218,0,0,0.000245459,0.010063819,0,0,0,0,0.006136475,0,0,0,0,0,0,0.025527737,0.000245459,0,0,0,0.00490918,0,0,0.07437408,0.06921944,0,0,0.157339224,0.005891016,0,0,0,0,0.00490918,0,0,0.014973,0,0.030191458,0,0,0,0,0,0,0,0,0,0.142611684,0.314187531,0,0,17,2.074981368,0.732377381,0.456799215,0,0.045409917,0.049337261,0.00981836,0,0,0,0.00490918,0.142611684,0.02970054,0,0.010309278,0,0.006136475,0,0,0,0.025773196,0,0,0.00490918,0,0.14359352,0.168139421,0.045164458,11,1.793483623,0.747940764,0.094747177,0.00981836,0.02970054,0,0.015218459,0.311732941,0,0.081983309
311,SC4_45,SC4,SC,2009,Modern.R,38430,38430,u_con,c_rem,u_con.c_rem,0,0.021529889,0.157294833,0,0,0,0,0,0,0,0,0,0.010385005,0,0,0,0,0,0.187436677,0,0,0,0.025329281,0,0,0,0.056484296,0.010385005,0,0,0,0,0,0,0.020263425,0.005065856,0,0.000253293,0,0,0,0,0.051925025,0.132472138,0,0,0.066869301,0.015704154,0,0,0,0,0,0,0,0.02077001,0,0.025329281,0,0,0,0,0,0,0,0,0,0.015197568,0.172239108,0,0.005065856,14,2.101668398,0.796370876,0.192502533,0,0.021529889,0.157294833,0,0,0,0,0.010385005,0.015197568,0.187436677,0,0.025329281,0.056484296,0.010385005,0,0,0,0.025329281,0.000253293,0,0,0,0.184397163,0.082573455,0.046099291,11,1.86221511,0.776604021,0.178824721,0,0.187436677,0,0.035714286,0.266970618,0.056484296,0.082066869
312,SC4_51,SC4,SC,2009,Modern.R,38430,38430,u_con,c_rem,u_con.c_rem,0,0.039139889,0.067649191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043971974,0,0,0,0.024402029,0,0,0,0.09205122,0,0,0,0,0,0,0,0.014979464,0.000241604,0.00966417,0.000241604,0,0,0,0,0.261899009,0.106305871,0,0,0.053636144,0.014979464,0,0,0,0,0,0,0,0.014737859,0,0,0,0,0,0,0,0,0,0,0,0.106305871,0.149794636,0,0,12,1.794514651,0.722165821,0.256100507,0,0.039139889,0.067649191,0,0,0,0,0,0.106305871,0.043971974,0,0.024402029,0.09205122,0,0,0,0,0.024885238,0.000241604,0,0,0,0.36820488,0.068615608,0.014737859,9,1.578141392,0.7182431,0.106789079,0,0.043971974,0,0.024402029,0.436820488,0.09205122,0.039864702
313,SC4_52,SC4,SC,2009,Modern.R,38430,38430,u_con,c_con,u_con.c_con,0,0.028338647,0.141693234,0,0,0,0,0,0,0,0,0,0.024973433,0,0,0,0,0,0.120793482,0,0,0,0.014700673,0,0,0,0.053666312,0,0,0,0.000177117,0,0,0,0.039142756,0.003542331,0,0,0.003542331,0.003896564,0,0,0.124158696,0.074743181,0,0,0.04303932,0.014700673,0,0,0,0,0,0,0.007084662,0.014523557,0.000177117,0,0,0,0,0.003542331,0,0,0,0,0,0.014169323,0.148955012,0,0.120439249,17,2.186204785,0.771634367,0.283563585,0,0.028338647,0.141693234,0,0,0,0,0.024973433,0.014169323,0.120793482,0,0.014700673,0.053666312,0,0,0.000177117,0,0.042685087,0,0.003542331,0.003896564,0,0.198901877,0.064824655,0.018243004,12,1.876145888,0.755016647,0.170031881,0,0.120793482,0,0.039674106,0.263726532,0.053666312,0.068544102
314,SC5_34,SC5,SC,2009,Modern.R,38430,38430,u_con,c_con,u_con.c_con,0,0.052337195,0.288054335,0,0,0.012185378,0.047942469,0,0,0,0,0,0,0.012185378,0,0,0,0,0.043947263,0,0,0,0.02057531,0,0,0,0,0.008389932,0,0,0,0,0,0,0.004194966,0.003995206,0,0,0,0.004394726,0,0,0.100279664,0.116060727,0,0,0.044746304,0.024370755,0,0,0,0,0,0,0,0.015980823,0.00019976,0.000399521,0,0,0,0,0,0,0,0,0,0.003995206,0.195765082,0,0,16,2.181327277,0.786747511,0.199760288,0,0.052337195,0.288054335,0.012185378,0,0.047942469,0,0,0.003995206,0.056132641,0,0.02057531,0,0.008389932,0,0,0,0.008190172,0,0,0.004394726,0,0.216340392,0.06911706,0.016580104,11,1.711376635,0.713699491,0.34039153,0.060127847,0.056132641,0,0.02057531,0.285457451,0,0.037554934
315,SC5_47,SC5,SC,2009,Modern.R,38430,38430,u_con,c_rem,u_con.c_rem,0,0.103980322,0.134838998,0,0,0.013640429,0.11627907,0,0,0,0,0,0.004472272,0,0,0,0,0,0.000447227,0,0,0.009168157,0.009615385,0,0,0.017889088,0,0.013416816,0,0,0,0,0,0,0.004695886,0.000670841,0,0,0,0.004472272,0,0,0.036449016,0.050089445,0,0,0.143336315,0.053890877,0,0,0,0,0.013864043,0,0,0.004472272,0.004695886,0,0,0,0,0,0,0,0,0,0,0,0.250447227,0,0.009168157,18,2.147905052,0.743124149,0.259615385,0,0.103980322,0.134838998,0.013640429,0,0.11627907,0.017889088,0.004472272,0,0.000447227,0,0.018783542,0,0.013416816,0,0,0,0.005366726,0,0,0.004472272,0,0.086538462,0.211091234,0.009168157,12,1.655230483,0.666113748,0.23881932,0.129919499,0.000447227,0.017889088,0.023255814,0.297629696,0,0.032423971
316,SC5_49,SC5,SC,2009,Modern.R,38430,38430,u_con,c_con,u_con.c_con,0,0.009652953,0.243622156,0,0,0.0413698,0.078142956,0,0,0,0,0,0.005056309,0,0,0,0,0,0,0,0,0.000229832,0.024132383,0,0,0,0,0.000919329,0,0,0,0,0,0,0,0.000229832,0.004596644,0,0.004596644,0.004596644,0.000229832,0.004596644,0.092162721,0.083429097,0,0,0.083658929,0.03309584,0,0,0,0,0,0,0,0.004826477,0,0.004596644,0.004596644,0,0,0,0,0,0.004596644,0,0,0.064353022,0.20271202,0,0,20,2.196626623,0.733251981,0.267065043,0,0.009652953,0.243622156,0.0413698,0,0.078142956,0,0.005056309,0.064353022,0,0,0.024362216,0,0.000919329,0,0,0,0.004826477,0,0.004596644,0.004596644,0.004826477,0.175591818,0.116754769,0.01861641,13,1.895788635,0.739113476,0.253275109,0.119512756,0,0,0.029418524,0.292346587,0,0.038381981
