quad,site,real.date,comm.date,month,urch,chit,treat,BASP,CCAP,EALM,RFSP,OPCA,RBSP,AGFI,BFSP,DICL,Cris,HEPA,PHPA,BRUP,HBCO,SPS1,SPS3,SPS8,SPS9,SPS10,SPOT,MSP1,SYSP,SCUN,BRSH,EUBI,DELI,HYSP,EPSC,BAEL,MEFA.t,GERU,DOCO,DOFE,TUBE,PSOC,VECO,BACR,PSCH,TETR,CHHA,POMA,META,PYST,PEAN,CLHU,DICA,TCM3,DITR,EUPU,SYPA,APPO,APSO,TCM2,TCOT,BOVI,Chel,Core,CNFI,HAIG,Stye,ASPA,TSV1,TSV2,TSOT,INOT,OTHE,SHEL,FUZZ,RUBB,richness,diversity,evenness,DETRITUS,BASP,CCAP,EALM,RBSP,RFSP,KELP,HYSP,BRUP,HBCO,SPEN,SPUP,BREN,ZOAN,STCO,SOCO,ANEM,TUCL,TUSO,BARN,PSOL,BRAC,BIVA,ASSO,ASCO,ASUN,space,macroalgae,redalgae,sponge,hydroid,bryozoan,clonascid,cloninvert,solinvert,invert.tot,,
SC6_18,SC,27-Mar-08,39534,803,u_rem,c_rem,u_rem.c_rem,0.038209607,0.065502183,0.174672489,0.010917031,0,0.049126638,0,0,0,0,0,0,0,0.070960699,0.065502183,0,0,0,0,0.005458515,0,0,0.016375546,0.038209607,0.180131004,0,0,0,0.000545852,0,0,0,0,0.022106987,0.000272926,0,0,0.016375546,0.005458515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240174672,0,15,2.116316546,0.781490884,0.240174672,0.038209607,0.065502183,0.174672489,0.049126638,0.010917031,0,0,0,0.070960699,0.070960699,0,0.234716157,0,0.000545852,0,0,0,0.022379913,0,0.016375546,0.005458515,0,0,0,0,0.278384279,0.060043668,0.060043668,0.070960699,0,0.234716157,0,0,0.044759825,0.42139738,,
SC6_21,SC,27-Mar-08,39534,803,u_rem,c_rem,u_rem.c_rem,0.005089059,0.045801527,0.478371501,0.005089059,0,0,0,0,0.020356234,0,0,0,0,0.025445293,0,0,0,0,0,0.010178117,0,0,0.015267176,0.030534351,0.239185751,0,0,0,0.011450382,0,0,0,0,0.030788804,0.010941476,0,0,0.015267176,0.01043257,0.005089059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040712468,0,15,1.628686403,0.601424007,0.040712468,0.005089059,0.045801527,0.478371501,0,0.005089059,0,0,0.020356234,0.025445293,0.010178117,0,0.284987277,0,0.011450382,0,0,0,0.04173028,0,0.015267176,0.01043257,0.005089059,0,0,0,0.529262087,0.005089059,0.005089059,0.010178117,0,0.305343511,0,0,0.083969466,0.424936387,,
SC6_33,SC,27-Mar-08,39534,803,u_rem,c_con,u_rem.c_con,0,0.098322361,0.191123381,0.008494372,0,0.063707794,0,0,0.004459546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034189849,0,0,0,0,0,0,0,0,0,0.012953918,0.000637078,0,0,0,0.004247186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004247186,0,0,0.577617329,0,10,1.522716419,0.661307338,0.577617329,0,0.098322361,0.191123381,0.063707794,0.008494372,0,0,0.004459546,0,0,0,0.034189849,0,0,0,0,0,0.013590996,0,0,0.004247186,0,0,0,0,0.289445742,0.072202166,0.072202166,0,0,0.038649395,0,0,0.017838182,0.060734763,,
SC7_2,SC,27-Mar-08,39534,803,u_con,c_rem,u_con.c_rem,0,0.140662717,0.052666228,0,0,0.013166557,0,0,0.017555409,0,0,0,0.004388852,0,0,0,0,0,0,0.008777705,0,0.004388852,0.000219443,0.026771999,0.026333114,0,0,0,0.005486065,0,0,0,0,0.061663375,0.00087777,0,0,0.026333114,0.017555409,0,0,0.000219443,0,0,0,0.17116524,0.000219443,0,0,0,0,0,0,0,0.000219443,0,0,0,0,0,0,0,0,0,0,0,0,0.412552118,0.008777705,19,2.085945838,0.70843575,0.421329822,0,0.140662717,0.052666228,0.013166557,0,0,0,0.021944262,0,0.008777705,0.004388852,0.053324556,0,0.005486065,0,0,0,0.062541145,0,0.026333114,0.017555409,0,0.000219443,0.171384683,0.000219443,0.193328944,0.013166557,0.013166557,0.013166557,0,0.075268817,0.171604126,0,0.112135177,0.372174676,,
SC7_3,SC,27-Mar-08,39534,803,u_con,c_con,u_con.c_con,0.004367766,0.096964403,0.214020528,0,0,0,0,0,0.157239572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069884254,0.074470408,0,0,0,0.013976851,0,0,0,0,0.018126228,0.013540074,0,0,0,0,0,0,0.074907185,0,0,0,0.074470408,0.004367766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183664556,0,11,2.043510863,0.852210222,0.183664556,0.004367766,0.096964403,0.214020528,0,0,0,0,0.157239572,0,0,0,0.144354663,0,0.013976851,0,0,0,0.031666303,0,0,0,0,0.074907185,0.078838174,0,0.315352697,0,0,0,0,0.301594235,0.153745359,0,0.045643154,0.500982747,,
SC7_4,SC,27-Mar-08,39534,803,u_con,c_rem,u_con.c_rem,0.004293688,0.283812795,0.103263203,0,0,0.004293688,0,0,0.030485187,0,0,0,0,0,0,0,0,0,0,0.004293688,0,0,0,0.030699871,0.012881065,0,0,0,0.009446114,0,0,0,0,0.026191498,0.000214684,0,0,0,0.004293688,0,0,0.000214684,0,0,0,0.077715758,0,0,0,0,0,0,0,0,0.004293688,0,0,0,0,0,0,0,0,0,0,0,0,0.403606698,0,14,1.665633465,0.631147132,0.403606698,0.004293688,0.283812795,0.103263203,0.004293688,0,0,0,0.030485187,0,0.004293688,0,0.043580936,0,0.009446114,0,0,0,0.026406183,0,0,0.004293688,0,0.000214684,0.077715758,0.004293688,0.391369687,0.004293688,0.004293688,0.004293688,0,0.074066123,0.077930442,0,0.044439674,0.200729927,,
SC7_5,SC,27-Mar-08,39534,803,u_con,c_con,u_con.c_con,0,0.164464692,0.100455581,0,0,0.00022779,0,0,0.082004556,0,0,0,0,0,0,0,0,0,0,0.004555809,0,0,0.004555809,0.032118451,0.063781321,0,0,0,0.009567198,0,0,0,0,0.045558087,0.018678815,0,0,0,0,0,0,0,0,0,0,0.023006834,0.004555809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446469248,0,13,2.011336944,0.784162439,0.446469248,0,0.164464692,0.100455581,0.00022779,0,0,0,0.082004556,0,0.004555809,0,0.100455581,0,0.009567198,0,0,0,0.064236902,0,0,0,0,0,0.027562642,0,0.264920273,0.00022779,0.00022779,0.004555809,0,0.182460137,0.027562642,0,0.0738041,0.288382688,,
SC8_37,SC,27-Mar-08,39534,803,u_rem,c_con,u_rem.c_con,0,0.056273764,0.076045627,0,0,0,0,0,0,0,0,0,0,0,0.005069708,0,0,0,0,0.005069708,0,0,0,0.005069708,0,0,0,0,0,0.405576679,0,0.005069708,0,0.010139417,0,0.005069708,0,0,0,0,0,0,0,0,0,0.026108999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177439797,0,10,1.155658516,0.501896117,0.177439797,0,0.056273764,0.076045627,0,0,0,0,0,0,0.010139417,0,0.005069708,0,0,0,0.405576679,0.005069708,0.015209125,0,0,0,0,0,0.026108999,0,0.132319392,0,0,0.010139417,0,0.005069708,0.026108999,0.005069708,0.420785805,0.467173638,,
SC8_38,SC,27-Mar-08,39534,803,u_rem,c_rem,u_rem.c_rem,0,0.070518036,0.16273393,0,0,0,0,0,0,0,0,0,0,0.135611608,0,0,0,0.005424464,0,0,0,0,0.005424464,0.032546786,0,0,0,0,0.044209384,0.021969081,0,0,0,0.010848929,0.005424464,0.016273393,0.059669108,0.016273393,0.005424464,0,0,0.097640358,0.081638188,0,0,0.087062653,0,0,0,0.021697857,0,0,0,0,0.005695688,0,0.048820179,0,0,0,0,0,0,0,0,0,0.010848929,0.054244643,0,20,2.559009934,0.854218502,0.065093572,0,0.070518036,0.16273393,0,0,0,0,0,0.135611608,0.005424464,0,0.03797125,0,0.044209384,0,0.021969081,0,0.032546786,0.059669108,0.016273393,0.005424464,0,0.179278546,0.10876051,0.054515867,0.233251966,0,0,0.005424464,0,0.03797125,0.288039056,0,0.234608082,0.701654462,,
SC8_39,SC,27-Mar-08,39534,803,u_rem,c_con,u_rem.c_con,0.017003188,0.144739639,0.089479277,0,0.012752391,0.021253985,0,0,0,0,0,0,0,0,0.004250797,0,0,0,0,0,0,0,0.004463337,0.034218916,0,0,0,0,0,0.216790648,0,0.034006376,0,0.004250797,0,0,0,0,0,0,0,0,0.012964931,0,0,0.004250797,0,0,0,0,0,0,0.017003188,0,0,0,0,0.004250797,0,0,0,0,0,0,0,0,0.068012752,0.246546227,0,14,1.874642068,0.710345337,0.31455898,0.017003188,0.144739639,0.089479277,0.021253985,0.012752391,0,0,0,0,0.004250797,0,0.038682253,0,0,0,0.216790648,0.034006376,0.004250797,0,0,0,0,0.012964931,0.021253985,0.004250797,0.251222104,0.034006376,0.034006376,0.004250797,0,0.038682253,0.034218916,0.034006376,0.225292242,0.336450584,,
SC8_40,SC,27-Mar-08,39534,803,u_rem,c_rem,u_rem.c_rem,0.015856237,0.005285412,0.052854123,0,0,0,0,0,0,0,0,0,0,0.23255814,0,0.015856237,0,0.005285412,0.042283298,0.068710359,0,0,0.026427061,0.052854123,0,0,0,0,0,0.042811839,0,0,0,0.010570825,0.005549683,0.015856237,0,0.031712474,0.005285412,0,0,0.026427061,0,0,0,0.216701903,0,0,0,0,0,0,0.010570825,0,0.000264271,0,0.005285412,0.005285412,0,0,0,0,0,0,0,0,0,0.105708245,0,21,2.298227293,0.754872838,0.105708245,0.015856237,0.005285412,0.052854123,0,0,0,0,0,0.23255814,0.132135307,0,0.079281184,0,0,0,0.042811839,0,0.031976744,0,0.031712474,0.005285412,0,0.026427061,0.227272727,0.010835095,0.073995772,0,0,0.132135307,0,0.079281184,0.253699789,0,0.122621564,0.820295983,,
ON0_45,ON,26-Jul-08,39656,807,u_con,c_con,u_con.c_con,0.006872065,0.029893483,0.105371664,0.011453442,0,0.36192876,0,0,0,0,0,0,0,0.190127133,0.002290688,0,0,0,0,0,0,0,0.018783644,0.02748826,0,0,0,0,0,0,0,0,0,0.013858665,0.002519757,0,0,0,0.002290688,0,0,0.222540373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004581377,0,12,1.694790572,0.682033899,0.004581377,0.006872065,0.029893483,0.105371664,0.36192876,0.011453442,0,0,0,0.190127133,0.002290688,0,0.046271905,0,0,0,0,0,0.016378422,0,0,0.002290688,0,0.222540373,0,0,0.142137212,0.373382201,0.373382201,0.002290688,0,0.046271905,0.222540373,0,0.01866911,0.47989921,,
ON0_46,ON,26-Jul-08,39656,807,u_con,c_rem,u_con.c_rem,0.015230635,0.011096606,0.20245866,0,0,0.271975631,0,0,0,0,0,0,0,0.182767624,0.165361184,0,0,0,0,0,0,0,0.00435161,0.015230635,0,0,0,0,0.002284595,0,0,0,0,0.00870322,0.000217581,0,0.00010879,0,0,0,0,0.113685814,0,0,0,0,0,0,0,0,0,0,0,0,0.002175805,0,0.002175805,0,0,0,0,0,0,0,0,0,0.002175805,0,0,14,1.768447415,0.670105721,0.002175805,0.015230635,0.011096606,0.20245866,0.271975631,0,0,0,0,0.182767624,0.165361184,0,0.019582245,0,0.002284595,0,0,0,0.008920801,0.00010879,0,0,0,0.113685814,0,0.00435161,0.228785901,0.271975631,0.271975631,0.165361184,0,0.019582245,0.113685814,0,0.015665796,0.497062663,,
ON0_48,ON,26-Jul-08,39656,807,u_con,c_rem,u_con.c_rem,0.002192502,0.061499671,0.061390046,0,0,0.488927867,0,0,0,0,0,0,0,0.184170138,0.131550099,0,0,0,0,0,0,0,0.043850033,0.010962508,0,0,0.002192502,0,0.002302127,0,0,0,0,0.008770007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002192502,0,10,1.528960602,0.664019152,0.002192502,0.002192502,0.061499671,0.061390046,0.488927867,0,0,0.002192502,0,0.184170138,0.131550099,0,0.054812541,0,0.002302127,0,0,0,0.008770007,0,0,0,0,0,0,0,0.125082219,0.488927867,0.488927867,0.131550099,0.002192502,0.054812541,0,0,0.011072133,0.383797413,,
ON0_49,ON,26-Jul-08,39656,807,u_con,c_con,u_con.c_con,0,0.014280818,0.228607335,0.02513424,0,0.146235576,0,0,0,0,0,0,0,0.281046498,0.020564378,0,0,0,0,0,0,0,0.068547926,0.020678624,0,0,0,0,0.011424654,0,0,0,0,0.004569862,0.00034274,0,0,0,0,0,0,0.171598309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006969039,0,0,12,1.859209159,0.748200806,0.006969039,0,0.014280818,0.228607335,0.146235576,0.02513424,0,0,0,0.281046498,0.020564378,0,0.089226551,0,0.011424654,0,0,0,0.004912601,0,0,0,0,0.171598309,0,0,0.242888153,0.171369816,0.171369816,0.020564378,0,0.089226551,0.171598309,0,0.016337256,0.578772992,,
ON1_17,ON,26-Jul-08,39656,807,u_rem,c_rem,u_rem.c_rem,0.002159827,0.000323974,0.727861771,0,0,0.01511879,0,0,0,0,0,0,0,0.103671706,0.017386609,0.006479482,0.002159827,0,0,0,0,0,0.075593952,0.013066955,0.002159827,0,0,0,0.000107991,0,0,0,0,0,0.000323974,0,0,0,0,0,0,0.01187905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021706263,0,13,0.969468908,0.37796805,0.021706263,0.002159827,0.000323974,0.727861771,0.01511879,0,0,0,0,0.103671706,0.026025918,0,0.090820734,0,0.000107991,0,0,0,0.000323974,0,0,0,0,0.01187905,0,0,0.730345572,0.01511879,0.01511879,0.026025918,0,0.090820734,0.01187905,0,0.000431965,0.232829374,,
ON1_84,ON,26-Jul-08,39656,807,u_rem,c_con,u_rem.c_con,0,0.009106431,0.047808765,0.054638589,0,0.364257257,0.018212863,0,0,0,0,0,0,0.305065452,0.009106431,0,0,0,0,0,0,0,0.002276608,0.020603301,0,0,0.006829824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15071144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011383039,0,11,1.612920811,0.672640223,0.011383039,0,0.009106431,0.047808765,0.364257257,0.054638589,0.018212863,0.006829824,0,0.305065452,0.009106431,0,0.022879909,0,0,0,0,0,0,0,0,0,0,0.15071144,0,0,0.056915196,0.437108708,0.418895845,0.009106431,0.006829824,0.022879909,0.15071144,0,0,0.494593056,,
ON1_85,ON,26-Jul-08,39656,807,u_rem,c_rem,u_rem.c_rem,0,0.000109266,0.096153846,0.019667832,0,0.321241259,0,0.006555944,0,0,0,0,0,0.41958042,0.03277972,0,0,0,0,0,0,0,0.013548951,0.015297203,0,0,0.043815559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1.545207301,0.644401496,0,0,0.000109266,0.096153846,0.321241259,0.019667832,0.006555944,0.043815559,0,0.41958042,0.03277972,0,0.028846154,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0.096263112,0.347465035,0.340909091,0.03277972,0.043815559,0.028846154,0.03125,0,0,0.556271853,,
ON1_86,ON,26-Jul-08,39656,807,u_rem,c_con,u_rem.c_con,0.013504389,0.004501463,0.479405807,0,0,0,0,0,0,0,0,0,0,0.033760972,0,0,0.013504389,0,0,0,0,0,0.009002926,0.013616926,0,0,0,0.398604546,0,0,0,0,0,0.004501463,0.00033761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022507315,0.006752194,0,9,1.046807881,0.476422798,0.029259509,0.013504389,0.004501463,0.479405807,0,0,0,0,0,0.033760972,0.013504389,0,0.022619851,0.398604546,0,0,0,0,0.004839073,0,0,0,0,0,0,0,0.497411659,0,0,0.013504389,0,0.022619851,0,0.398604546,0.004839073,0.473328832,,
ON2_43,ON,26-Jul-08,39656,807,u_con,c_rem,u_con.c_rem,0.006546645,0.094053464,0.349154392,0.00872886,0,0.139661757,0,0,0,0,0,0,0,0.01745772,0.074304419,0,0,0,0,0,0,0,0.013311511,0.00436443,0,0,0,0,0,0,0,0.002182215,0,0.01745772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272776869,0,10,1.525028204,0.662311334,0.272776869,0.006546645,0.094053464,0.349154392,0.139661757,0.00872886,0,0,0,0.01745772,0.074304419,0,0.017675941,0,0,0,0,0.002182215,0.01745772,0,0,0,0,0,0,0,0.449754501,0.148390616,0.148390616,0.074304419,0,0.017675941,0,0.002182215,0.01745772,0.129078014,,
ON2_44,ON,26-Jul-08,39656,807,u_con,c_rem,u_con.c_rem,0,0.035797665,0.569316287,0,0,0.02668149,0,0,0,0,0,0,0,0.013340745,0.155864369,0,0,0,0,0,0,0,0.031128405,0.004446915,0,0,0,0,0.00233463,0,0,0,0,0.00889383,0.002890495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14930517,0,10,1.118471286,0.485745908,0.14930517,0,0.035797665,0.569316287,0.02668149,0,0,0,0,0.013340745,0.155864369,0,0.03557532,0,0.00233463,0,0,0,0.011784325,0,0,0,0,0,0,0,0.605113952,0.02668149,0.02668149,0.155864369,0,0.03557532,0,0,0.014118955,0.218899389,,
ON2_82,ON,26-Jul-08,39656,807,u_con,c_con,u_con.c_con,0,0.034404451,0.247530374,0,0,0,0,0,0,0,0,0,0,0.081753151,0.324741683,0,0,0,0,0,0,0,0.013625525,0,0,0,0.004541842,0,0.002270921,0,0,0,0,0.054615647,0.000340638,0.004541842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006812763,0,0,0,0,0,0,0,0,0.224821165,0,11,1.484747359,0.619187742,0.224821165,0,0.034404451,0.247530374,0,0,0,0.004541842,0,0.081753151,0.324741683,0,0.013625525,0,0.002270921,0,0,0,0.059498126,0,0,0,0,0,0,0.006812763,0.281934825,0,0,0.324741683,0.004541842,0.013625525,0,0,0.06858181,0.49324401,,
ON2_83,ON,26-Jul-08,39656,807,u_con,c_con,u_con.c_con,0.016045845,0.080573066,0.657879656,0,0,0,0,0,0,0,0,0,0,0.055014327,0.004584527,0,0,0,0,0,0,0,0.045959885,0.004584527,0,0,0,0,0.002292264,0,0,0,0,0.034383954,0.002406877,0,0,0,0,0,0,0.002292264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093982808,0,10,0.992622909,0.431090652,0.093982808,0.016045845,0.080573066,0.657879656,0,0,0,0,0,0.055014327,0.004584527,0,0.050544413,0,0.002292264,0,0,0,0.036790831,0,0,0,0,0.002292264,0,0,0.754498567,0,0,0.004584527,0,0.050544413,0.002292264,0,0.039083095,0.151518625,,
ON3_16,ON,26-Jul-08,39656,807,u_rem,c_con,u_rem.c_con,0.059464817,0.10824799,0.237859267,0,0,0,0,0,0.002202401,0,0,0,0,0.022024006,0.046250413,0,0,0.028631208,0,0,0,0,0.167382447,0.030943729,0,0,0,0,0.050985574,0,0,0,0,0.046470653,0.011562603,0,0,0,0,0,0,0.148331682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002202401,0.03744081,0,12,2.070572247,0.83325957,0.039643211,0.059464817,0.10824799,0.237859267,0,0,0,0,0.002202401,0.022024006,0.074881621,0,0.198326176,0,0.050985574,0,0,0,0.058033256,0,0,0,0,0.148331682,0,0,0.405572074,0,0,0.074881621,0,0.200528576,0.148331682,0,0.109018831,0.554784715,,
ON3_77,ON,26-Jul-08,39656,807,u_rem,c_con,u_rem.c_con,0.089706212,0.12368244,0.251177394,0,0,0,0,0,0,0,0,0,0,0.026911864,0.161471182,0,0,0,0,0,0,0,0.094415788,0.015698587,0.013455932,0,0.008970621,0,0.042610451,0,0,0,0,0.015698587,0.010091949,0,0,0.015698587,0.002242655,0,0,0.119197129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002242655,0,0,0,0,0,0,0,0,0,0.006727966,0,15,2.087382567,0.770806452,0.006727966,0.089706212,0.12368244,0.251177394,0,0,0,0.008970621,0,0.026911864,0.161471182,0,0.123570307,0,0.042610451,0,0,0,0.025790536,0,0.015698587,0.002242655,0,0.119197129,0,0.002242655,0.464566046,0,0,0.161471182,0.008970621,0.123570307,0.119197129,0,0.088584885,0.528705988,,
ON3_78,ON,26-Jul-08,39656,807,u_rem,c_rem,u_rem.c_rem,0.073962787,0.291575176,0.134404253,0.009245348,0,0,0,0,0,0,0,0,0,0.025424708,0.078585462,0,0,0,0,0,0,0,0.141222697,0,0,0,0,0,0.051427251,0,0,0,0,0.043915405,0.00843638,0,0,0,0.000115567,0,0,0.137062291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002311337,0,0,0,0,0,0,0,0,0,0.002311337,0,12,1.933912285,0.778263556,0.002311337,0.073962787,0.291575176,0.134404253,0,0.009245348,0,0,0,0.025424708,0.078585462,0,0.141222697,0,0.051427251,0,0,0,0.052351786,0,0,0.000115567,0,0.137062291,0,0.002311337,0.499942217,0.009245348,0.009245348,0.078585462,0,0.141222697,0.137062291,0,0.10620594,0.488501098,,
ON3_79,ON,26-Jul-08,39656,807,u_rem,c_rem,u_rem.c_rem,0.018486424,0.097284806,0.136452917,0.020797227,0,0.032351242,0,0,0,0,0,0,0,0.057770075,0.095089544,0,0,0.006932409,0,0.004621606,0,0,0.032582322,0,0.196418255,0.025418833,0,0,0.016753322,0,0,0,0,0.007047949,0.004274986,0.087810514,0,0,0,0,0,0.058116696,0,0,0,0,0,0,0,0,0,0.020912767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080878105,0,17,2.392426588,0.844421615,0.080878105,0.018486424,0.097284806,0.136452917,0.032351242,0.020797227,0,0,0,0.057770075,0.106643559,0,0.254419411,0,0.016753322,0,0,0,0.099133449,0,0,0,0,0.058116696,0.020912767,0,0.252224148,0.053148469,0.053148469,0.106643559,0,0.254419411,0.079029463,0,0.115886771,0.613749278,,
ON4_71,ON,26-Jul-08,39656,807,u_con,c_rem,u_con.c_rem,0,0.023449408,0.100832454,0.014069645,0,0,0,0,0,0,0,0,0,0.199319967,0.051588697,0,0,0.016414586,0,0,0,0,0.183022629,0.014069645,0.025794349,0,0,0,0.016531833,0,0,0,0,0.145386329,0.000820729,0.051588697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002344941,0,0,0.002344941,0,0,0,0,0,0,0,0,0,0.152421151,0,15,2.101873914,0.776157663,0.152421151,0,0.023449408,0.100832454,0,0.014069645,0,0,0,0.199319967,0.068003283,0,0.222886622,0,0.016531833,0,0,0,0.197795756,0,0,0,0,0,0,0.004689882,0.124281862,0.014069645,0.014069645,0.068003283,0,0.222886622,0,0,0.21901747,0.709227342,,
ON4_72,ON,26-Jul-08,39656,807,u_con,c_rem,u_con.c_rem,0.03553976,0.048978232,0.117725455,0.07996446,0,0.024433585,0,0,0,0,0,0,0,0.215459796,0.12883163,0,0,0.002221235,0,0,0,0,0.09773434,0,0.059973345,0,0,0,0.064526877,0,0,0,0,0.042203465,0.000111062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082185695,0,12,2.150937022,0.865600735,0.082185695,0.03553976,0.048978232,0.117725455,0.024433585,0.07996446,0,0,0,0.215459796,0.131052865,0,0.157707685,0,0.064526877,0,0,0,0.042314527,0,0,0,0,0,0,0,0.202243447,0.104398045,0.104398045,0.131052865,0,0.157707685,0,0,0.106841404,0.61106175,,
ON4_73,ON,26-Jul-08,39656,807,u_con,c_con,u_con.c_con,0.008693762,0.052162573,0.099978266,0.047815692,0,0.008693762,0,0,0,0,0,0,0,0.19343621,0.204303412,0,0,0,0,0,0,0,0.086937622,0,0.004346881,0,0.054336014,0,0.015214084,0,0,0,0,0.045642252,0.000217344,0.008693762,0,0.002173441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002173441,0,0,0,0,0,0,0,0,0,0.165181482,0,15,2.086759334,0.770576311,0.165181482,0.008693762,0.052162573,0.099978266,0.008693762,0.047815692,0,0.054336014,0,0.19343621,0.204303412,0,0.091284503,0,0.015214084,0,0,0,0.054553358,0,0.002173441,0,0,0,0,0.002173441,0.160834601,0.056509454,0.056509454,0.204303412,0.054336014,0.091284503,0,0,0.074114323,0.617474462,,
ON4_74,ON,26-Jul-08,39656,807,u_con,c_con,u_con.c_con,0,0.019015424,0.092964293,0.071836045,0,0.048594971,0,0,0,0,0,0,0,0.27889288,0.312698077,0,0,0,0,0,0,0,0.012676949,0,0.025353898,0,0,0,0.023452356,0,0,0,0,0.03824213,0.000105641,0.006338475,0,0,0.002218466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002112825,0,0,0,0,0,0,0,0,0,0,0,0.06549757,0,14,1.829476349,0.693230999,0.06549757,0,0.019015424,0.092964293,0.048594971,0.071836045,0,0,0,0.27889288,0.312698077,0,0.038030847,0,0.023452356,0,0,0,0.044686246,0,0,0.002218466,0,0,0,0.002112825,0.111979717,0.120431016,0.120431016,0.312698077,0,0.038030847,0,0,0.072469892,0.702091697,,
ON5_25,ON,26-Jul-08,39656,807,u_rem,c_con,u_rem.c_con,0,0.010522993,0.002104599,0.096811533,0,0.054719562,0,0,0,0,0,0,0,0.660843944,0,0.010522993,0,0,0,0,0,0,0,0,0,0,0.111543723,0,0.023255814,0,0,0,0,0.027359781,0,0,0.002104599,0,0,0,0,0.00021046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,11,1.212945072,0.505837384,0.01,0,0.010522993,0.002104599,0.054719562,0.096811533,0,0.111543723,0,0.660843944,0.010522993,0,0,0,0.023255814,0,0,0,0.027359781,0.002104599,0,0,0,0.00021046,0,0,0.012627591,0.151531095,0.151531095,0.010522993,0.111543723,0,0.00021046,0,0.052720194,0.835841313,,
ON5_88,ON,26-Jul-08,39656,807,u_rem,c_rem,u_rem.c_rem,0,0.002168022,0.158265583,0.023848238,0,0.02601626,0,0,0,0,0,0,0,0.364227642,0.095392954,0.010840108,0,0,0,0,0,0,0.015284553,0.045528455,0,0,0.208130081,0,0.013333333,0,0,0,0,0.015176152,0,0,0,0,0,0,0,0.019620596,0,0,0,0,0,0,0,0,0,0,0,0,0.002168022,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,14,1.872941683,0.709701022,0.01,0,0.002168022,0.158265583,0.02601626,0.023848238,0,0.208130081,0,0.364227642,0.106233062,0,0.060813008,0,0.013333333,0,0,0,0.015176152,0,0,0,0,0.019620596,0,0.002168022,0.160433604,0.049864499,0.049864499,0.106233062,0.208130081,0.060813008,0.019620596,0,0.030677507,0.789701897,,
