"","quadrat","transect","site","year","era","real.date","comm.date","urch","chit","treat","removals","bare_rock","encrusting_coralline_algae","encrusting_non_calcified_algae","red_foliose_algae","Opuntiella_californica","red_filamentous_algae","Agarum_fimbriatum","brown_foliose_algae","Diapoeroecia_californica","Crisia_spp","Heteropora_pacifica","Phidolopora_pacifica","bryozoan_erect","Haliclona_spp1","Antho_lambei","Haliclona_spp2","sponge_other","Sycon_spp","Schizoporella_japonica","bryozoan_encrusting","Eurystomella_bilabiata","Dendrobeania_lichenoides","hydroid_other","Epizoanthus_scotinus","Balanophyllia_elegans","Metridium_spp","Gersemia_rubiformis","Dodecaceria_concharum","Dodecaceria_fewkesii","tube_calcareous","Pseudochitinopoma_occidentalis","Vermetus_compactus","Balanus_crenatus","Psolus_chitinoides","Terebratalia_transversa","Chlamys_hastata","Pododesmus_macrochisma","Metandrocarpa_taylori","Pycnoclavella_stanleyi","Perophora_annectans","Clavelina_huntsmani","Didemnum_carnulentum","Distaplia_occidentalis","Aplidium_solidum","tunicate_clonal_other","Boltenia_villosa","Chelyosoma_spp","Corella_spp","Cnemidocarpa_finmarkiensis","Halocynthia_igaboja","Styela_spp","Ascida_paratropa","tunicate_solitary_other","invert_other","other","hydro_bryo_complex","fuzz","shell_debris","rubble"
"58","SC7_2","SC7","SC",2007,"Modern.R","12/10/07","12/10/07","u_con","c_rem","u_con.c_rem","no",0.014314684,0.155195038,0.045329834,0,0,0,0,0,0.009543123,0,0,0,0,0,0,0,0.002385781,0,0.014314684,0.002385781,0,0,0.071573422,0,0.009662412,0.002385781,0,0,0,0.085888107,0.00250507,0,0,0.023857807,0.007157342,0,0,0.004771561,0,0,0,0.250506978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233806513,0.059644519,0,0.004771561
"59","SC7_3","SC7","SC",2007,"Modern.R","12/10/07","12/10/07","u_con","c_con","u_con.c_con","no",0.003047851,0.088387687,0.26516306,0,0,0,0,0,0.185918927,0,0,0,0,0,0,0,0,0,0.051813472,0.003047851,0.006095703,0,0,0,0.018287108,0,0,0,0,0.009143554,0.000152393,0,0,0,0,0,0,0.24078025,0,0,0,0.106827187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018287108,0.003047851,0,0
"60","SC7_4","SC7","SC",2007,"Modern.R","12/10/07","12/10/07","u_con","c_rem","u_con.c_rem","no",0,0.386494891,0.16437139,0,0,0,0,0,0.040093292,0,0,0,0,0,0,0,0.00444247,0,0.011106175,0.002221235,0,0,0,0,0.011106175,0,0,0,0,0.006774767,0.000111062,0,0,0,0,0,0,0.002221235,0,0,0,0.162261217,0,0,0,0.002221235,0,0,0,0,0,0,0,0,0,0.177698801,0.028876055,0,0
"61","SC7_5","SC7","SC",2007,"Modern.R","12/10/07","12/10/07","u_con","c_con","u_con.c_con","no",0.0136039,0.306087745,0.090692665,0,0,0,0,0,0.106677247,0,0,0,0,0,0,0,0,0,0.029475116,0.009069267,0,0,0,0,0.009069267,0,0,0,0,0.024940483,0.00680195,0,0,0,0,0,0,0.004534633,0,0,0,0.083890715,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242602879,0.072554132,0,0
"62","SC8_37","SC8","SC",2007,"Modern.R","12/10/07","12/10/07","u_rem","c_con","u_rem.c_con","no",0,0.148063781,0.002277904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006833713,0,0,0,0,0,0,0,0,0.366742596,0,0.029612756,0,0.006833713,0,0,0,0,0,0,0,0,0,0,0,0.070615034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343963554,0.025056948,0,0
"63","SC8_38","SC8","SC",2007,"Modern.R","12/10/07","12/10/07","u_rem","c_rem","u_rem.c_rem","no",0.01030264,0.126207341,0.221506761,0,0,0,0,0,0,0,0,0,0,0,0.00515132,0,0,0,0.02318094,0.00515132,0,0,0.00772698,0,0.036316806,0.007855763,0,0,0,0,0,0,0,0.02060528,0.00257566,0,0,0.056922086,0,0,0,0.121056021,0,0,0,0.00257566,0,0.00515132,0.00257566,0,0,0,0,0,0,0.0772698,0.09787508,0.169993561,0
"64","SC8_39","SC8","SC",2007,"Modern.R","12/10/07","12/10/07","u_rem","c_con","u_rem.c_con","no",0.032786885,0.131147541,0.06557377,0,0,0.008196721,0,0,0,0,0,0,0,0,0,0,0.008196721,0,0,0.00273224,0,0,0,0,0,0.420765027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049180328,0,0,0.00273224,0,0,0.00273224,0,0,0,0,0,0,0,0.18579235,0.027322404,0.06284153,0
"65","SC8_40","SC8","SC",2007,"Modern.R","12/10/07","12/10/07","u_rem","c_rem","u_rem.c_rem","no",0.016583748,0.014214641,0.073442312,0,0,0,0,0,0,0,0,0,0,0,0.028429282,0.023691068,0.049751244,0,0.101871594,0.004738214,0,0,0,0,0,0.021321962,0,0,0,0.023691068,0.002487562,0,0,0.014214641,0.002369107,0,0,0.016702203,0,0,0,0.284292822,0,0,0.014214641,0,0,0,0,0,0,0,0,0,0,0.234541578,0.052120351,0.021321962,0
"66","SC1_54","SC1","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_rem","u_rem.c_rem","no",0.010615711,0.201698514,0.047770701,0.063694268,0,0,0,0,0.037154989,0,0,0,0,0,0,0,0,0,0.010615711,0,0,0,0,0,0.033174098,0,0,0.021231423,0,0,0,0,0,0,0.005307856,0,0,0.117038217,0.318471338,0,0,0.053609342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047770701,0.031847134,0,0
"67","SC1_62","SC1","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_con","u_rem.c_con","no",0,0.213347237,0.045881126,0,0,0.062565172,0.041918665,0,0,0,0,0,0,0,0,0,0,0,0,0.004379562,0,0,0.008342023,0,0.008550574,0,0,0.02919708,0,0.004379562,0,0,0,0,0.008342023,0,0,0.083837331,0.371220021,0,0,0.005005214,0.004171011,0,0,0.000417101,0,0.004171011,0,0,0,0,0,0,0,0,0.104275287,0,0
"68","SC1_63","SC1","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_rem","u_rem.c_rem","no",0.004801921,0.139495798,0.081632653,0.052821128,0,0.009603842,0,0,0,0,0,0,0,0,0,0,0.009603842,0,0,0,0,0,0.004801921,0,0.015366146,0,0,0.024009604,0,0,0,0,0,0,0.009603842,0,0,0.134453782,0.196878752,0,0,0.134453782,0,0,0,0,0.004801921,0,0,0,0,0,0,0,0,0.120048019,0.057623049,0,0
"69","SC1_64","SC1","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_con","u_rem.c_con","no",0.005132783,0.1966079,0.035706316,0,0,0.138585137,0,0,0.013389868,0,0,0,0.000223164,0.004463289,0,0,0.018745816,0,0,0.004686454,0,0,0,0,0.004686454,0,0,0.035706316,0,0.009596072,0,0,0,0,0,0,0,0.009819237,0,0,0,0.018076322,0.004463289,0,0,0,0,0,0,0,0,0,0.008926579,0,0,0,0.473108681,0,0.018076322
"70","SC4_36","SC4","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_con","u_con.c_con","no",0,0.078417924,0.023776863,0,0,0,0,0,0,0,0,0,0.000228624,0,0.009144947,0,0.014174668,0,0.000685871,0,0.000228624,0,0,0,0.005258345,0,0,0,0,0.041838134,0.000685871,0,0,0,0,0,0,0.151120256,0.064471879,0,0,0.119341564,0.000685871,0,0,0.005029721,0,0.000228624,0,0,0,0,0,0,0,0.045724737,0.438957476,0,0
"71","SC4_45","SC4","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_rem","u_con.c_rem","no",0.01010101,0.051767677,0.121717172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141414141,0,0,0.02020202,0,0,0,0.111616162,0.015151515,0,0,0,0,0.031060606,0,0.005050505,0,0,0,0,0,0.212373737,0.050505051,0,0,0.015656566,0.025757576,0,0,0.015656566,0.010353535,0,0,0,0,0,0,0,0,0.015151515,0.146464646,0,0
"72","SC4_51","SC4","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_rem","u_con.c_rem","no",0,0.039139889,0.067649191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043971974,0,0,0.024402029,0,0,0,0.09205122,0,0,0,0,0,0.014979464,0.000241604,0.00966417,0.000241604,0,0,0,0,0.261899009,0.106305871,0,0,0.053636144,0.014979464,0,0,0.014737859,0,0,0,0,0,0,0,0,0,0.106305871,0.149794636,0,0
"73","SC4_52","SC4","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_con","u_con.c_con","no",0,0.009407985,0.024093621,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064249656,0,0,0.023175769,0,0,0.018357045,0.092244149,0,0,0,0,0,0.027535567,0,0,0,0.004589261,0.004589261,0,0,0.252638825,0.064708582,0,0,0.133547499,0.009866911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27099587,0,0
"74","SC5_34","SC5","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_con","u_con.c_con","no",0,0.031256831,0.210054645,0.026229508,0,0.030601093,0.021857923,0,0,0,0,0,0,0,0,0,0.039562842,0,0,0.013333333,0,0,0,0,0.004371585,0,0,0,0,0,0.004371585,0,0,0,0.009180328,0,0,0.20568306,0.13989071,0,0,0.022513661,0.000437158,0,0,0.000218579,0.004371585,0.008743169,0,0,0,0,0,0,0,0,0.227322404,0,0
"75","SC5_47","SC5","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_rem","u_con.c_rem","no",0.000218531,0.149038462,0.08784965,0,0,0.039335664,0.104895105,0,0,0,0,0,0,0,0,0,0,0,0,0.004370629,0,0,0,0,0.004807692,0.000218531,0,0,0,0,0.004370629,0,0,0,0.004370629,0,0,0.074737762,0.065559441,0,0,0.070148601,0.02229021,0.008741259,0,0.013767483,0,0,0,0,0,0,0,0,0,0,0.340909091,0.004370629,0
"76","SC5_49","SC5","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_con","u_con.c_con","no",0.004803074,0.035302594,0.182516811,0,0,0.024255524,0.04803074,0,0,0,0,0,0,0,0,0,0.000240154,0,0,0.01945245,0,0,0,0,0.005523535,0,0,0,0,0.009606148,0.005043228,0,0,0,0.009606148,0,0.005043228,0.220941402,0.043948127,0,0,0.086695485,0.005763689,0.024255524,0,0,0,0,0,0,0,0,0,0,0,0,0.268972142,0,0
"77","SC5_50","SC5","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_rem","u_con.c_rem","no",0.004445432,0.031340298,0.129139809,0,0,0.022227162,0.066681485,0,0,0,0,0,0,0.000222272,0,0,0.004445432,0,0.000222272,0.004667704,0,0,0.004445432,0,0.013558569,0,0,0,0,0.018004001,0.000222272,0,0,0.004445432,0.004445432,0,0,0.244721049,0.098466326,0,0,0.107134919,0.005112247,0,0,0.004889976,0.004445432,0,0,0,0,0,0,0,0,0,0.226717048,0,0
"78","SC6_14","SC6","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_con","u_rem.c_con","no",0,0.0632685,0.518667561,0,0,0.017885088,0,0,0,0,0,0,0,0,0,0,0,0,0.005365526,0.013860943,0.008942544,0,0,0,0,0,0,0,0,0,0.009613235,0,0,0.009166108,0,0,0.004471272,0,0,0,0,0.004471272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339816678,0,0.004471272
"79","SC6_18","SC6","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_rem","u_rem.c_rem","no",0.038209607,0.065502183,0.174672489,0.010917031,0,0.049126638,0,0,0,0,0,0,0,0.065502183,0,0,0.005458515,0,0.016375546,0.038209607,0.180131004,0,0,0,0.000545852,0,0,0,0,0.022106987,0.000272926,0,0,0.016375546,0.005458515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070960699,0.240174672,0,0
"80","SC6_21","SC6","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_rem","u_rem.c_rem","no",0.005089059,0.045801527,0.478371501,0.005089059,0,0,0,0,0.020356234,0,0,0,0,0,0,0,0.010178117,0,0.015267176,0.030534351,0.239185751,0,0,0,0.011450382,0,0,0,0,0.030788804,0.010941476,0,0,0.015267176,0.01043257,0.005089059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025445293,0.040712468,0,0
"81","SC6_33","SC6","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_con","u_rem.c_con","no",0,0.098322361,0.191123381,0.008494372,0,0.063707794,0,0,0.004459546,0,0,0,0,0,0,0,0,0,0,0.034189849,0,0,0,0,0,0,0,0,0,0.012953918,0.000637078,0,0,0,0.004247186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004247186,0,0,0.577617329,0,0
"82","SC7_2","SC7","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_rem","u_con.c_rem","no",0,0.140662717,0.052666228,0,0,0.013166557,0,0,0.017555409,0,0,0,0.004388852,0,0,0,0.008777705,0.004388852,0.000219443,0.026771999,0.026333114,0,0,0,0.005486065,0,0,0,0,0.061663375,0.00087777,0,0,0.026333114,0.017555409,0,0,0.000219443,0,0,0,0.17116524,0.000219443,0,0,0.000219443,0,0,0,0,0,0,0,0,0,0,0.412552118,0,0.008777705
"83","SC7_3","SC7","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_con","u_con.c_con","no",0.004367766,0.096964403,0.214020528,0,0,0,0,0,0.157239572,0,0,0,0,0,0,0,0,0,0,0.069884254,0.074470408,0,0,0,0.013976851,0,0,0,0,0.018126228,0.013540074,0,0,0,0,0,0,0.074907185,0,0,0,0.074470408,0.004367766,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183664556,0,0
"84","SC7_4","SC7","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_rem","u_con.c_rem","no",0.004293688,0.283812795,0.103263203,0,0,0.004293688,0,0,0.030485187,0,0,0,0,0,0,0,0.004293688,0,0,0.030699871,0.012881065,0,0,0,0.009446114,0,0,0,0,0.026191498,0.000214684,0,0,0,0.004293688,0,0,0.000214684,0,0,0,0.077715758,0,0,0,0.004293688,0,0,0,0,0,0,0,0,0,0,0.403606698,0,0
"85","SC7_5","SC7","SC",2008,"Modern.R","3/27/08","3/27/08","u_con","c_con","u_con.c_con","no",0,0.164464692,0.100455581,0,0,0.00022779,0,0,0.082004556,0,0,0,0,0,0,0,0.004555809,0,0.004555809,0.032118451,0.063781321,0,0,0,0.009567198,0,0,0,0,0.045558087,0.018678815,0,0,0,0,0,0,0,0,0,0,0.023006834,0.004555809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.446469248,0,0
"86","SC8_37","SC8","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_con","u_rem.c_con","no",0,0.056273764,0.076045627,0,0,0,0,0,0,0,0,0,0,0.005069708,0,0,0.005069708,0,0,0.005069708,0,0,0,0,0,0.628643853,0,0.005069708,0,0.010139417,0,0.005069708,0,0,0,0,0,0,0,0,0,0.026108999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177439797,0,0
"87","SC8_38","SC8","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_rem","u_rem.c_rem","no",0,0.070518036,0.16273393,0,0,0,0,0,0,0,0,0,0,0,0.005424464,0,0,0,0.005424464,0.032546786,0,0,0,0,0.044209384,0.021969081,0,0,0,0.010848929,0.005424464,0.016273393,0.059669108,0.016273393,0.005424464,0,0,0.097640358,0.081638188,0,0,0.087062653,0,0,0.021697857,0.005695688,0,0.048820179,0,0,0,0,0,0,0,0.135611608,0.054244643,0.010848929,0
"88","SC8_39","SC8","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_con","u_rem.c_con","no",0.017003188,0.144739639,0.089479277,0,0.012752391,0.021253985,0,0,0,0,0,0,0,0.004250797,0,0,0,0,0.004463337,0.034218916,0,0,0,0,0,0.280552603,0,0.034006376,0,0.004250797,0,0,0,0,0,0,0,0,0.012964931,0,0,0.004250797,0,0,0.017003188,0,0,0,0.004250797,0,0,0,0,0,0,0,0.246546227,0.068012752,0
"89","SC8_40","SC8","SC",2008,"Modern.R","3/27/08","3/27/08","u_rem","c_rem","u_rem.c_rem","no",0.015856237,0.005285412,0.052854123,0,0,0,0,0,0,0,0,0,0,0,0.005285412,0.042283298,0.084566596,0,0.026427061,0.052854123,0,0,0,0,0,0.04281184,0,0,0,0.010570825,0.005549683,0.015856237,0,0.031712474,0.005285412,0,0,0.026427061,0,0,0,0.216701903,0,0,0.010570825,0.000264271,0,0.005285412,0.005285412,0,0,0,0,0,0,0.23255814,0.105708245,0,0
"90","SC1_54","SC1","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_rem","u_rem.c_rem","no",0,0.090566038,0.012938005,0.038814016,0,0.11245283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002156334,0,0,0,0,0.028140162,0.000107817,0,0.009056604,0,0,0,0,0,0,0,0,0,0.131859838,0.390404313,0,0,0.125175202,0.002264151,0,0,0.002156334,0,0.006469003,0,0,0,0,0.002156334,0,0,0.02,0.045283019,0,0
"91","SC1_62","SC1","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_con","u_rem.c_con","no",0,0.159833884,0.004365882,0.144819508,0,0.091790012,0.006389096,0.019167288,0.002129699,0,0,0,0,0,0,0,0,0,0,0,0,0.002129699,0.004259397,0,0.006495581,0,0,0.013097647,0,0.002129699,0.000106485,0,0,0,0,0,0,0.051325737,0.39399425,0.012778192,0,0.014907891,0,0,0,0.002129699,0,0,0,0,0,0,0,0,0,0.034075178,0.03194548,0,0
"92","SC1_63","SC1","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_rem","u_rem.c_rem","no",0,0.077628032,0.036657682,0.114285714,0,0.099191375,0,0.006469003,0.004528302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008733154,0,0,0.000539084,0,0,0,0,0,0,0,0,0,0.073530997,0.177142857,0,0.006469003,0.239460916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012938005,0.135849057,0,0
"93","SC1_64","SC1","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_con","u_rem.c_con","no",0,0.070278503,0.00435161,0.20670148,0,0.145887728,0,0,0.006636205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130657093,0,0,0,0,0,0,0,0,0,0.00435161,0,0,0.019691036,0,0,0,0,0,0.002175805,0,0,0,0,0,0,0,0.124020888,0.285139252,0,0
"94","SC4_36","SC4","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_con","u_con.c_con","no",0,0.011049724,0.00441989,0.002209945,0,0.024309392,0,0,0,0,0,0,0,0,0,0,0.01558011,0.103867403,0.002209945,0,0,0,0.167955801,0.002209945,0.011049724,0,0,0,0,0.006629834,0.000110497,0,0,0,0,0,0,0.14839779,0.121878453,0.066298343,0,0.139337017,0.017679558,0,0,0.008839779,0,0,0,0,0,0,0,0,0,0.114917127,0.030939227,0,0
"95","SC4_45","SC4","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_rem","u_con.c_rem","no",0,0.012354651,0.080062984,0.012112403,0,0.002543605,0,0,0,0,0,0,0,0,0,0,0.068192829,0.002422481,0.002422481,0.007267442,0,0,0.024224806,0.060804264,0.007267442,0.002422481,0,0,0,0.004844961,0,0,0,0,0,0,0,0.354045543,0.157582364,0,0,0.036579457,0.014656008,0,0,0.009689922,0,0,0,0,0,0,0,0,0,0.135658915,0.004844961,0,0
"96","SC4_51","SC4","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_rem","u_con.c_rem","no",0.004828497,0.024095234,0.106399392,0,0,0,0,0,0,0,0,0,0,0,0.004828497,0.002414249,0.042698748,0.01366465,0,0.004718131,0,0,0.210370721,0.097218326,0,0,0,0,0,0.032537172,0,0,0,0,0,0,0,0.214730124,0.063869633,0,0,0.068971632,0.010477836,0,0,0.004607764,0,0,0,0,0,0,0,0,0,0.083470938,0.01009846,0,0
"97","SC4_52","SC4","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_con","u_con.c_con","no",0,0,0.016623377,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035324675,0.029090909,0,0.002077922,0,0,0.268051948,0.047792208,0,0,0,0,0,0.008415584,0,0,0,0,0,0,0,0.270233766,0.099844156,0,0,0.110337662,0.037402597,0,0,0.004155844,0,0,0,0,0,0,0,0,0,0.070649351,0,0,0
"98","SC5_34","SC5","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_con","u_con.c_con","no",0,0.018277359,0.05266164,0.020562029,0,0.134795522,0.011423349,0,0,0,0,0,0,0.011423349,0,0,0.013822253,0.059401416,0,0,0,0,0.054832077,0,0.00456934,0,0,0,0,0.00228467,0,0,0,0,0.00228467,0,0,0.226867718,0.263079735,0,0,0.011423349,0.009252913,0,0,0.013708019,0,0.00456934,0,0,0,0,0,0,0,0.05951565,0.00685401,0,0
"99","SC5_47","SC5","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_rem","u_con.c_rem","no",0,0.068241758,0.037472527,0.002197802,0,0.072527473,0.125274725,0,0,0,0,0,0,0,0,0,0,0.008791209,0,0,0,0,0.037362637,0,0.006593407,0,0,0,0,0.002197802,0,0,0,0,0,0,0,0.121538462,0.125494505,0,0,0.171538462,0.050989011,0,0.015934066,0.010989011,0.002197802,0,0,0,0.004395604,0,0,0,0,0.098901099,0.037362637,0,0
"100","SC5_49","SC5","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_con","u_con.c_con","no",0,0.021817388,0.028362605,0.045816516,0,0.124359114,0.078542598,0,0,0,0,0,0,0,0,0,0,0.028362605,0.006545217,0.002181739,0,0,0.148358242,0,0.008726955,0,0,0,0,0.002181739,0,0,0,0,0,0,0,0.124577288,0.117922985,0,0,0.085305989,0.037307734,0,0,0.006545217,0,0,0,0,0,0,0,0,0,0.115632159,0.017453911,0,0
"101","SC5_50","SC5","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_rem","u_con.c_rem","no",0,0.020500113,0.009123677,0.018022077,0,0.087857626,0.132912818,0,0.00225276,0,0,0,0,0,0,0,0.00225276,0.020274837,0,0.00225276,0,0,0.074341068,0,0.007096193,0,0,0,0,0,0,0,0,0,0.002365398,0,0,0.241270556,0.075242172,0.015769317,0,0.139783735,0.022527596,0,0,0.004505519,0,0.00225276,0,0,0,0,0,0,0,0.117143501,0.00225276,0,0
"102","SC6_14","SC6","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_con","u_rem.c_con","no",0.004404316,0.041841004,0.442633781,0.013212949,0,0.04624532,0,0,0,0,0,0,0,0,0,0,0,0,0.041841004,0,0.026536005,0,0,0,0.002202158,0,0,0,0,0.000110108,0,0,0,0.002202158,0,0,0,0,0,0,0,0,0,0,0,0,0.002202158,0,0,0,0,0,0,0,0,0.352345298,0.024223739,0,0
"103","SC6_18","SC6","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_rem","u_rem.c_rem","no",0,0.056167153,0.065153898,0.038193664,0,0.280835767,0,0.002246686,0,0,0,0,0,0.026960234,0,0,0,0,0.047292743,0,0.101213211,0,0,0,0,0,0,0,0,0,0,0,0,0.002246686,0.002246686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363963154,0.013480117,0,0
"104","SC6_21","SC6","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_rem","u_rem.c_rem","no",0.015082956,0.023701788,0.405085111,0.038784745,0,0.002154708,0,0,0.008618832,0,0,0,0,0.002154708,0,0,0,0,0.028011204,0.008618832,0.308123249,0,0,0,0.012928248,0,0,0,0,0.015082956,0.000215471,0,0,0.002154708,0.002154708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127127774,0.01,0,0
"105","SC6_33","SC6","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_con","u_rem.c_con","no",0.006738544,0.033805031,0.047169811,0.193171608,0,0.08984726,0.029200359,0.013477089,0.006738544,0,0,0,0,0,0,0,0,0,0.004604672,0,0.013477089,0,0,0,0.000112309,0,0,0,0,0.006738544,0.000112309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002246181,0,0,0,0,0,0,0,0.545822102,0.006738544,0,0
"106","SC7_2","SC7","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_rem","u_con.c_rem","no",0,0.046037488,0.046037488,0,0,0.008769045,0,0,0.004384523,0,0,0,0,0,0,0.002192261,0.000109613,0,0.028499397,0,0.015345829,0,0.024114874,0,0.008769045,0,0,0,0,0.054806533,0,0,0,0.006576784,0,0,0,0,0,0,0,0.265482846,0,0,0.002192261,0,0,0,0,0,0,0,0,0,0,0.348569549,0.138112463,0,0
"107","SC7_3","SC7","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_con","u_con.c_con","no",0.006781193,0.049728752,0.230560579,0,0,0.006781193,0,0,0.076966546,0,0,0,0,0.004520796,0,0,0,0,0.081374322,0.029385172,0.036166365,0,0,0,0.013675407,0,0,0,0,0.009154611,0.00011302,0,0,0,0,0,0,0.068264014,0,0,0,0.124321881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178571429,0.08363472,0,0
"108","SC7_4","SC7","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_rem","u_con.c_rem","no",0.008798944,0.178288605,0.055103388,0.004399472,0,0.087989441,0,0,0.04883414,0,0.002199736,0,0,0.006599208,0,0.002199736,0.009018918,0,0.020127585,0.002199736,0.004399472,0,0,0,0.008798944,0,0,0,0,0.019797624,0,0,0,0,0,0,0,0,0,0,0,0.167289925,0,0,0,0.01099868,0.002199736,0,0,0,0,0,0,0,0,0.351957765,0.008798944,0,0
"109","SC7_5","SC7","SC",2008,"Modern.R","7/30/08","7/27/08","u_con","c_con","u_con.c_con","no",0.008919612,0.069349983,0.024528933,0.037908351,0,0.026758836,0,0,0.03378303,0,0,0,0,0.002229903,0.002229903,0,0,0,0.053517672,0,0.035678448,0,0.006689709,0,0.006801204,0,0,0,0,0.062660274,0,0,0,0,0,0,0,0,0,0,0,0.035789943,0,0,0,0.002229903,0,0,0,0,0,0,0,0,0,0.555245847,0.035678448,0,0
"110","SC8_37","SC8","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_con","u_rem.c_con","no",0,0.020286931,0,0.00672495,0,0,0,0,0,0,0,0,0,0,0,0,0.00224165,0,0.00224165,0,0,0,0,0,0,0.76664425,0,0,0,0.002353732,0,0,0,0,0,0,0,0,0,0,0,0.049316297,0,0,0.00224165,0,0,0,0,0,0,0,0,0,0,0.14794889,0.01,0,0
"111","SC8_38","SC8","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_rem","u_rem.c_rem","no",0.01113193,0.046291194,0.134575113,0,0,0,0,0,0,0,0,0,0,0,0.011021713,0,0,0.0199493,0.053014438,0,0,0,0,0,0.037804475,0.009809325,0,0,0,0.017744958,0.000661303,0.022043426,0,0.002204343,0,0,0,0.328557258,0.073514824,0,0,0.161137441,0.006613028,0,0.008817371,0.004408685,0,0.013226055,0.002204343,0,0.002204343,0,0,0,0,0.030860796,0,0.002204343,0
"112","SC8_39","SC8","SC",2008,"Modern.R","7/30/08","7/27/08","u_rem","c_con","u_rem.c_con","no",0,0.012224939,0.017114914,0.034229829,0,0.017114914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.552567237,0,0,0.04400978,0,0,0,0,0,0,0,0,0,0,0,0,0.002444988,0,0,0,0,0,0.004889976,0.002444988,0,0,0,0,0,0,0.239608802,0.01,0.073349633,0
