"","id","site","transect","code","length","comment","sppR.comp","real.date","comm.date","season","surveyor","urch","removals"
"906",906,"PG","PG6","TCAt",12,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"907",907,"PG","PG6","SAC",4,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"908",908,"PG","PG6","SAC",3,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"909",909,"PG","PG6","SAC",3,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"910",910,"PG","PG6","SAC",3,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"911",911,"PG","PG6","Hen",14,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"912",912,"PG","PG6","Hen",12,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"913",913,"PG","PG6","JZO",3,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"914",914,"PG","PG6","JZO",3,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"915",915,"PG","PG6","SDR",5,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"916",916,"SC","SC1","Hen",16,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"917",917,"SC","SC1","JZO",6,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"918",918,"SC","SC1","JZO",8,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"919",919,"SC","SC1","JZO",4,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"920",920,"SC","SC4","JZO",6,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"921",921,"SC","SC4","Hen",16,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"922",922,"SC","SC4","Hen",16,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"923",923,"SC","SC4","SAC",1,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"924",924,"SC","SC4","SAC",4,"fancy?",1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"925",925,"SC","SC4","DMO",8,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"926",926,"SC","SC4","DMO",5,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"927",927,"SC","SC5","Hen",8,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"928",928,"SC","SC5","Hen",10,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"929",929,"SC","SC5","Hen",12,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"930",930,"SC","SC5","Hen",14,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"931",931,"SC","SC5","Hen",12,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"932",932,"SC","SC5","PCA",35,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"933",933,"SC","SC5","TCAt",10,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"934",934,"SC","SC5","CFO",11,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"935",935,"SC","SC5","CFO",10,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"936",936,"SC","SC5","CFO",5,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"937",937,"SC","SC5","PCA",23,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"938",938,"SC","SC6","SFR",18,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"939",939,"SC","SC6","SFR",20,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"940",940,"SC","SC6","SFR",16,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"941",941,"SC","SC6","SFR",10,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"942",942,"SC","SC6","Cry",5,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"943",943,"SC","SC6","Cry",4,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"944",944,"SC","SC6","SCR",25,"copper",1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"945",945,"SC","SC6","Hen",16,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"946",946,"SC","SC6","Hen",16,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"947",947,"SC","SC6","Mop",3,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"948",948,"SC","SC6","SEM",10,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"949",949,"SC","SC6","SEM",10,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"950",950,"SC","SC6","SEM",10,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"951",951,"SC","SC6","SEM",8,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"952",952,"SC","SC6","JZO",12,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"953",953,"SC","SC6","JZO",8,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"954",954,"SC","SC6","JZO",8,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"955",955,"SC","SC7","SFR",6,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"956",956,"SC","SC7","Hen",16,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"957",957,"SC","SC7","Hen",16,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"958",958,"SC","SC7","Hen",14,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"959",959,"SC","SC7","Hen",10,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"960",960,"SC","SC7","Hen",12,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"961",961,"SC","SC7","CLU",2,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_con","no"
"962",962,"SC","SC8","Hen",16,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"963",963,"SC","SC8","Hen",15,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"964",964,"SC","SC8","Hen",12,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"965",965,"SC","SC8","Hen",16,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"966",966,"SC","SC8","SAC",0.5,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"967",967,"SC","SC8","SAC",4,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"968",968,"SC","SC8","Mop",3,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"969",969,"SC","SC8","JZO",4,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"970",970,"SC","SC8","JZO",6,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"971",971,"SC","SC8","JZO",10,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"972",972,"SC","SC8","JZO",6,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"973",973,"SC","SC8","FOR",5,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"974",974,"SC","SC8","FOR",5,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"975",975,"SC","SC8","FOR",5,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"976",976,"SC","SC8","CLU",3,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"977",977,"SC","SC8","CLU",2,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"978",978,"SC","SC8","TCAt",8,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"979",979,"SC","SC8","TCAt",8,NA,1,2009-03-20,2009-03-20,"spring","BMC","u_rem","no"
"980",980,"ON","ON0","Chl",1,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"981",981,"ON","ON0","PCA",43,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"982",982,"ON","ON0","PCA",40,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"983",983,"ON","ON0","SCR",15,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"984",984,"ON","ON0","JZO",5,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"985",985,"ON","ON0","JZO",10,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"986",986,"ON","ON0","JZO",8,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"987",987,"ON","ON0","RNI",9,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"988",988,"ON","ON0","CST",22,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"989",989,"ON","ON0","Hen",7,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"990",990,"ON","ON0","Hen",4,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"991",991,"ON","ON0","Hen",9,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"992",992,"ON","ON0","ETR",7,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"993",993,"ON","ON1","SFR",15,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"994",994,"ON","ON1","PCA",38,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"995",995,"ON","ON1","PHE",26,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"996",996,"ON","ON1","Hen",17,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"997",997,"ON","ON1","CLU",1,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"998",998,"ON","ON1","Nuc",3,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"999",999,"ON","ON1","Nuc",5,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1000",1000,"ON","ON1","Nuc",5,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1001",1001,"ON","ON1","Nuc",6,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1002",1002,"ON","ON1","Nuc",3,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1003",1003,"ON","ON1","CST",19,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1004",1004,"ON","ON1","JZO",4,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1005",1005,"ON","ON1","JZO",7,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1006",1006,"ON","ON1","JZO",8,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1007",1007,"ON","ON1","JZO",10,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1008",1008,"ON","ON2","SFR",8,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1009",1009,"ON","ON2","SFR",8,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1010",1010,"ON","ON2","SFR",11,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1011",1011,"ON","ON2","SFR",6,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1012",1012,"ON","ON2","SFR",6,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1013",1013,"ON","ON2","SFR",7,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1014",1014,"ON","ON2","SFR",8,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1015",1015,"ON","ON2","SFR",9,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1016",1016,"ON","ON2","SFR",10,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1017",1017,"ON","ON2","SFR",9,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1018",1018,"ON","ON2","Hen",7,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1019",1019,"ON","ON2","Hen",8,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1020",1020,"ON","ON2","HDE",19,"female",1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1021",1021,"ON","ON2","SAC",2,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1022",1022,"ON","ON2","Nuc",5,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1023",1023,"ON","ON2","Nuc",4,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1024",1024,"ON","ON2","Nuc",4,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1025",1025,"ON","ON2","JZO",6,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1026",1026,"ON","ON2","JZO",7,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1027",1027,"ON","ON2","CLU",3,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1028",1028,"ON","ON2","CLU",2,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1029",1029,"ON","ON3","Chl",5,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1030",1030,"ON","ON3","HDE",20,"female",1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1031",1031,"ON","ON3","Hen",13,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1032",1032,"ON","ON3","Hen",7,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1033",1033,"ON","ON3","Hen",10,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1034",1034,"ON","ON3","CLU",3,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1035",1035,"ON","ON3","CLU",3,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1036",1036,"ON","ON3","PTE",18,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1037",1037,"ON","ON3","JZO",3,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1038",1038,"ON","ON3","JZO",4,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1039",1039,"ON","ON3","JZO",5,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1040",1040,"ON","ON3","JZO",6,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1041",1041,"ON","ON3","JZO",7,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1042",1042,"ON","ON4","SFR",6,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1043",1043,"ON","ON4","Chl",4,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1044",1044,"ON","ON4","RNI",10,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1045",1045,"ON","ON4","RNI",8,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1046",1046,"ON","ON4","PPA",6,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1047",1047,"ON","ON4","OKO",54,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1048",1048,"ON","ON4","JZO",5,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1049",1049,"ON","ON4","JZO",8,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1050",1050,"ON","ON4","SAC",3,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1051",1051,"ON","ON4","Nuc",5,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1052",1052,"ON","ON4","Hen",13,NA,1,2009-07-30,2009-07-29,"summer","KT","u_con","yes"
"1053",1053,"ON","ON5","SFR",13,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1054",1054,"ON","ON5","OGR",5,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1055",1055,"ON","ON5","Nuc",5,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1056",1056,"ON","ON5","Nuc",4,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1057",1057,"ON","ON5","HCR",4,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1058",1058,"ON","ON5","Seb",16,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1059",1059,"ON","ON5","SFL",24,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1060",1060,"ON","ON5","PCA",44,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1061",1061,"ON","ON5","PCA",42,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1062",1062,"ON","ON5","Hen",13,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1063",1063,"ON","ON5","JZO",8,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1064",1064,"ON","ON5","JZO",8,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1065",1065,"ON","ON5","JZO",4,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1066",1066,"ON","ON5","JZO",4,NA,1,2009-07-30,2009-07-29,"summer","KT","u_rem","yes"
"1067",1067,"PG","PG1","SFR",2,"on q7",1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1068",1068,"PG","PG1","JZO",7,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1069",1069,"PG","PG1","SME",15,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1070",1070,"PG","PG1","SME",10,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1071",1071,"PG","PG1","HDE",20,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1072",1072,"PG","PG2","PCA",33,NA,1,2009-07-28,2009-07-29,"summer","RE","u_rem","yes"
"1073",1073,"PG","PG2","CST",7,NA,1,2009-07-28,2009-07-29,"summer","RE","u_rem","yes"
"1074",1074,"PG","PG2","JZO",6,"Phe just outside T2, 60cm",1,2009-07-28,2009-07-29,"summer","RE","u_rem","yes"
"1075",1075,"PG","PG3","SFR",16,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1076",1076,"PG","PG3","SFR",16,"on Q11",1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1077",1077,"PG","PG3","SFR",3,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1078",1078,"PG","PG3","Hen",11,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1079",1079,"PG","PG3","Hen",12,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1080",1080,"PG","PG3","Hen",11,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1081",1081,"PG","PG3","DAL",4,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1082",1082,"PG","PG3","PCA",22,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1083",1083,"PG","PG3","CST",15,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1084",1084,"PG","PG3","CST",12,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1085",1085,"PG","PG3","SAC",4,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1086",1086,"PG","PG3","JZO",4,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1087",1087,"PG","PG3","JZO",7,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1088",1088,"PG","PG3","JZO",6,NA,1,2009-07-28,2009-07-29,"summer","RE","u_con","yes"
"1089",1089,"PG","PG4","CST",16,NA,1,2009-07-28,2009-07-29,"summer","RE","u_rem","yes"
"1090",1090,"PG","PG4","AHA",6,"Artedius harringtoni",1,2009-07-28,2009-07-29,"summer","RE","u_rem","yes"
"1091",1091,"PG","PG4","JZO",7,NA,1,2009-07-28,2009-07-29,"summer","RE","u_rem","yes"
"1092",1092,"PG","PG4","Hen",9,NA,1,2009-07-28,2009-07-29,"summer","RE","u_rem","yes"
"1093",1093,"PG","PG4","Hen",10,NA,1,2009-07-28,2009-07-29,"summer","RE","u_rem","yes"
"1094",1094,"PG","PG5","SFR",13,"on Q2",1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1095",1095,"PG","PG5","CLU",3,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1096",1096,"PG","PG5","SAC",2,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1097",1097,"PG","PG5","SAC",5,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1098",1098,"PG","PG5","JZO",4,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1099",1099,"PG","PG5","JZO",7,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1100",1100,"PG","PG5","JZO",8,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1101",1101,"PG","PG5","JZO",9,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1102",1102,"PG","PG5","CST",15,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1103",1103,"PG","PG5","CST",8,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1104",1104,"PG","PG6","SFR",16,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1105",1105,"PG","PG6","SFR",17,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1106",1106,"PG","PG6","SFR",6,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1107",1107,"PG","PG6","SFR",15,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1108",1108,"PG","PG6","SFR",16,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1109",1109,"PG","PG6","SFR",6,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1110",1110,"PG","PG6","Hen",9,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1111",1111,"PG","PG6","Hen",10,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1112",1112,"PG","PG6","Hen",9,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1113",1113,"PG","PG6","Hen",7,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1114",1114,"PG","PG6","CST",21,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1115",1115,"PG","PG6","SAC",2,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1116",1116,"PG","PG6","SAC",4,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1117",1117,"PG","PG6","SAC",2,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1118",1118,"PG","PG6","JZO",9,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1119",1119,"PG","PG6","JZO",6,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1120",1120,"PG","PG6","JZO",4,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1121",1121,"PG","PG6","JZO",6,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1122",1122,"PG","PG6","JZO",3,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1123",1123,"PG","PG6","Cry",3,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1124",1124,"PG","PG6","LMA",4,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1125",1125,"PG","PG6","OGR",6,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1126",1126,"PG","PG6","TCAt",3,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1127",1127,"PG","PG6","SCR",22,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1128",1128,"PG","PG6","SCR",18,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1129",1129,"SC","SC1","Hen",13,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1130",1130,"SC","SC1","PCA",36,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1131",1131,"SC","SC1","SEM",5,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1132",1132,"SC","SC1","JZO",4,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1133",1133,"SC","SC1","JZO",3,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1134",1134,"SC","SC1","JZO",8,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1135",1135,"SC","SC4","JZO",7,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1136",1136,"SC","SC4","SEM",8,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1137",1137,"SC","SC4","SEM",10,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1138",1138,"SC","SC4","SEM",5,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1139",1139,"SC","SC4","SAC",4,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1140",1140,"SC","SC4","PCA",33,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1141",1141,"SC","SC4","FOR",10,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1142",1142,"SC","SC4","FOR",10,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1143",1143,"SC","SC4","FOR",9,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1144",1144,"SC","SC4","FOR",9,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1145",1145,"SC","SC4","Hen",13,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1146",1146,"SC","SC5","CFO",9,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1147",1147,"SC","SC5","DIM",29,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1148",1148,"SC","SC5","Hen",11,NA,1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1149",1149,"SC","SC5","HDE",25,"male",1,2009-07-29,2009-07-29,"summer","KT","u_con","yes"
"1150",1150,"SC","SC6","CST",15,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1151",1151,"SC","SC6","SME",25,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1152",1152,"SC","SC6","CLU",4,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1153",1153,"SC","SC6","CLU",4,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1154",1154,"SC","SC6","SEM",6,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1155",1155,"SC","SC6","SEM",6,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1156",1156,"SC","SC6","SEM",7,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1157",1157,"SC","SC6","SEM",5,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1158",1158,"SC","SC6","SEM",5,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
"1159",1159,"SC","SC6","SEM",5,NA,1,2009-07-29,2009-07-29,"summer","KT","u_rem","yes"
